subject_id,capture_id,roi,parameter,delta_logrmse,accepted_grid_solution_count,accepted_multistart_solution_count,accepted_min,accepted_max,total_span,profile_span_gate
p034,p034_neutral_front,right_cheek,s,0.0025,28,252,0.0,0.38,0.38,False
p034,p034_neutral_front,right_cheek,s,0.005,42,378,0.0,0.47124999999999995,0.47124999999999995,False
p034,p034_neutral_front,right_cheek,s,0.01,63,567,0.0,0.56,0.56,False
p037,p037_neutral_front,left_cheek,f_mel,0.0025,46,414,0.029629228967242745,0.038769171743133164,0.00913994277589042,True
p037,p037_neutral_front,left_cheek,f_mel,0.005,71,639,0.026757307241810684,0.0424625,0.015705192758189317,True
p037,p037_neutral_front,left_cheek,f_mel,0.01,99,891,0.0258,0.04511761241095675,0.01931761241095675,True
p037,p037_neutral_front,left_cheek,f_blood,0.0025,46,414,0.057999999999999996,0.1,0.04200000000000001,False
p037,p037_neutral_front,left_cheek,f_blood,0.005,71,639,0.047,0.1,0.053000000000000005,False
p037,p037_neutral_front,left_cheek,f_blood,0.01,99,891,0.036,0.1,0.064,False
p037,p037_neutral_front,left_cheek,s,0.0025,46,414,0.42,0.76,0.34,False
p037,p037_neutral_front,left_cheek,s,0.005,71,639,0.2975,0.8387499999999999,0.5412499999999999,False
p037,p037_neutral_front,left_cheek,s,0.01,99,891,0.12,0.9,0.78,False
p037,p037_neutral_front,right_cheek,f_mel,0.0025,21,189,0.04292002337866455,0.044475762996978294,0.001555739618313741,True
p037,p037_neutral_front,right_cheek,f_mel,0.005,37,333,0.038162499999999995,0.04784173382537126,0.009679233825371267,True
p037,p037_neutral_front,right_cheek,f_mel,0.01,57,513,0.03655,0.049452419328783574,0.012902419328783575,True
p037,p037_neutral_front,right_cheek,f_blood,0.0025,21,189,0.09200000000000001,0.1,0.007999999999999993,True
p037,p037_neutral_front,right_cheek,f_blood,0.005,37,333,0.083375,0.1,0.016625,False
p037,p037_neutral_front,right_cheek,f_blood,0.01,57,513,0.072,0.1,0.02800000000000001,False
p037,p037_neutral_front,right_cheek,s,0.0025,21,189,0.0,0.24,0.24,False
p037,p037_neutral_front,right_cheek,s,0.005,37,333,0.0,0.33125000000000004,0.33125000000000004,False
p037,p037_neutral_front,right_cheek,s,0.01,57,513,0.0,0.44,0.44,False
p038,p038_neutral_front,left_cheek,f_mel,0.0025,29,261,0.05457751173950981,0.05749918366183565,0.0029216719223258414,True
p038,p038_neutral_front,left_cheek,f_mel,0.005,55,495,0.050524999999999994,0.061275,0.01075000000000001,True
p038,p038_neutral_front,left_cheek,f_mel,0.01,77,693,0.049449999999999994,0.0645,0.015050000000000008,True
p038,p038_neutral_front,left_cheek,f_blood,0.0025,29,261,0.09200000000000001,0.1,0.007999999999999993,True
p038,p038_neutral_front,left_cheek,f_blood,0.005,55,495,0.082125,0.1,0.017875000000000002,False
p038,p038_neutral_front,left_cheek,f_blood,0.01,77,693,0.07,0.1,0.03,False
p038,p038_neutral_front,left_cheek,s,0.0025,29,261,0.14,0.56,0.42000000000000004,False
p038,p038_neutral_front,left_cheek,s,0.005,55,495,0.03375,0.6387499999999999,0.605,False
p038,p038_neutral_front,left_cheek,s,0.01,77,693,0.0,0.74,0.74,False
p038,p038_neutral_front,right_cheek,f_mel,0.0025,11,99,0.07230369698817175,0.0774,0.005096303011828243,True
p038,p038_neutral_front,right_cheek,f_mel,0.005,27,243,0.06923796212352146,0.0822375,0.012999537876478548,True
p038,p038_neutral_front,right_cheek,f_mel,0.01,42,378,0.0688,0.08385000000000001,0.015050000000000008,True
p038,p038_neutral_front,right_cheek,f_blood,0.0025,11,99,0.096,0.1,0.0040000000000000036,True
p038,p038_neutral_front,right_cheek,f_blood,0.005,27,243,0.09112500000000001,0.1,0.008874999999999994,True
p038,p038_neutral_front,right_cheek,f_blood,0.01,42,378,0.084,0.1,0.016,False
p038,p038_neutral_front,right_cheek,s,0.0025,11,99,0.0,0.08,0.08,True
p038,p038_neutral_front,right_cheek,s,0.005,27,243,0.0,0.14875000000000002,0.14875000000000002,True
p038,p038_neutral_front,right_cheek,s,0.01,42,378,0.0,0.26,0.26,False
p040,p040_neutral_front,left_cheek,f_mel,0.0025,34,306,0.02053644782864525,0.028444979726489305,0.007908531897844056,True
p040,p040_neutral_front,left_cheek,f_mel,0.005,50,450,0.018868223914322628,0.031175000000000005,0.012306776085677377,True
p040,p040_neutral_front,left_cheek,f_mel,0.01,69,621,0.0172,0.0344,0.0172,True
p040,p040_neutral_front,left_cheek,f_blood,0.0025,34,306,0.068,0.1,0.032,False
p040,p040_neutral_front,left_cheek,f_blood,0.005,50,450,0.059250000000000004,0.1,0.04075,False
p040,p040_neutral_front,left_cheek,f_blood,0.01,69,621,0.05,0.1,0.05,False
p040,p040_neutral_front,left_cheek,s,0.0025,34,306,0.74,0.96,0.21999999999999997,False
p040,p040_neutral_front,left_cheek,s,0.005,50,450,0.6725000000000001,1.0,0.3274999999999999,False
p040,p040_neutral_front,left_cheek,s,0.01,69,621,0.58,1.0,0.42000000000000004,False
p040,p040_neutral_front,right_cheek,f_mel,0.0025,24,216,0.04174332020419175,0.04332268563629253,0.001579365432100785,True
p040,p040_neutral_front,right_cheek,f_mel,0.005,38,342,0.03734466267121991,0.0473,0.009955337328780095,True
p040,p040_neutral_front,right_cheek,f_mel,0.01,57,513,0.03636310844747993,0.049449999999999994,0.01308689155252006,True
p040,p040_neutral_front,right_cheek,f_blood,0.0025,24,216,0.09400000000000001,0.1,0.0059999999999999915,True
p040,p040_neutral_front,right_cheek,f_blood,0.005,38,342,0.08825000000000001,0.1,0.011749999999999997,False
p040,p040_neutral_front,right_cheek,f_blood,0.01,57,513,0.08000000000000002,0.1,0.01999999999999999,False
p040,p040_neutral_front,right_cheek,s,0.0025,24,216,0.0,0.32,0.32,False
p040,p040_neutral_front,right_cheek,s,0.005,38,342,0.0,0.4225,0.4225,False
p040,p040_neutral_front,right_cheek,s,0.01,57,513,0.0,0.52,0.52,False
p041,p041_neutral_front,left_cheek,f_mel,0.0025,46,414,0.0387,0.04865290365587819,0.009952903655878191,True
p041,p041_neutral_front,left_cheek,f_mel,0.005,64,576,0.03547499999999999,0.052675,0.017200000000000007,True
p041,p041_neutral_front,left_cheek,f_mel,0.01,86,774,0.0344,0.0559,0.0215,True
p041,p041_neutral_front,left_cheek,f_blood,0.0025,46,414,0.052000000000000005,0.1,0.048,False
p041,p041_neutral_front,left_cheek,f_blood,0.005,64,576,0.042,0.1,0.058,False
p041,p041_neutral_front,left_cheek,f_blood,0.01,86,774,0.032,0.1,0.068,False
p041,p041_neutral_front,left_cheek,s,0.0025,46,414,0.68,0.98,0.29999999999999993,False
p041,p041_neutral_front,left_cheek,s,0.005,64,576,0.58125,1.0,0.41874999999999996,False
p041,p041_neutral_front,left_cheek,s,0.01,86,774,0.44,1.0,0.56,False
p041,p041_neutral_front,right_cheek,f_mel,0.0025,17,153,0.060200000000000004,0.06181768632156691,0.0016176863215669052,True
p041,p041_neutral_front,right_cheek,f_mel,0.005,35,315,0.0553625,0.06624728002377613,0.010884780023776124,True
p041,p041_neutral_front,right_cheek,f_mel,0.01,55,495,0.05375,0.0688,0.015050000000000001,True
p041,p041_neutral_front,right_cheek,f_blood,0.0025,17,153,0.09400000000000001,0.1,0.0059999999999999915,True
p041,p041_neutral_front,right_cheek,f_blood,0.005,35,315,0.08637500000000001,0.1,0.013624999999999998,False
p041,p041_neutral_front,right_cheek,f_blood,0.01,55,495,0.07600000000000001,0.1,0.023999999999999994,False
p041,p041_neutral_front,right_cheek,s,0.0025,17,153,0.0,0.2,0.2,True
p041,p041_neutral_front,right_cheek,s,0.005,35,315,0.0,0.30625,0.30625,False
p041,p041_neutral_front,right_cheek,s,0.01,55,495,0.0,0.44,0.44,False
p042,p042_neutral_front,left_cheek,f_mel,0.0025,40,360,0.027584806445846297,0.03589997264374424,0.008315166197897943,True
p042,p042_neutral_front,left_cheek,f_mel,0.005,71,639,0.024724999999999997,0.0392375,0.014512500000000005,True
p042,p042_neutral_front,left_cheek,f_mel,0.01,103,927,0.021500000000000002,0.04085,0.019349999999999996,True
p042,p042_neutral_front,left_cheek,f_blood,0.0025,40,360,0.044000000000000004,0.08000000000000002,0.03600000000000001,False
p042,p042_neutral_front,left_cheek,f_blood,0.005,71,639,0.03625,0.09225000000000001,0.056000000000000015,False
p042,p042_neutral_front,left_cheek,f_blood,0.01,103,927,0.03,0.1,0.07,False
p042,p042_neutral_front,left_cheek,s,0.0025,40,360,0.5,0.8200000000000001,0.32000000000000006,False
p042,p042_neutral_front,left_cheek,s,0.005,71,639,0.3825,0.89625,0.5137499999999999,False
p042,p042_neutral_front,left_cheek,s,0.01,103,927,0.22,0.96,0.74,False
p042,p042_neutral_front,right_cheek,f_mel,0.0025,30,270,0.0344,0.039841180168255996,0.005441180168255996,True
p042,p042_neutral_front,right_cheek,f_mel,0.005,50,450,0.032787500000000004,0.042210295042064,0.009422795042063996,True
p042,p042_neutral_front,right_cheek,f_mel,0.01,68,612,0.03225,0.04419340933803185,0.011943409338031848,True
p042,p042_neutral_front,right_cheek,f_blood,0.0025,30,270,0.08600000000000001,0.1,0.013999999999999999,False
p042,p042_neutral_front,right_cheek,f_blood,0.005,50,450,0.075125,0.1,0.024875000000000008,False
p042,p042_neutral_front,right_cheek,f_blood,0.01,68,612,0.062,0.1,0.038000000000000006,False
p042,p042_neutral_front,right_cheek,s,0.0025,30,270,0.06,0.4,0.34,False
p042,p042_neutral_front,right_cheek,s,0.005,50,450,0.0,0.49,0.49,False
p042,p042_neutral_front,right_cheek,s,0.01,68,612,0.0,0.58,0.58,False
p043,p043_neutral_front,left_cheek,f_mel,0.0025,48,432,0.036807703854149415,0.0473,0.010492296145850587,True
p043,p043_neutral_front,left_cheek,f_mel,0.005,75,675,0.033862500000000004,0.0499875,0.016124999999999994,True
p043,p043_neutral_front,left_cheek,f_mel,0.01,102,918,0.03225,0.0516,0.01935,True
p043,p043_neutral_front,left_cheek,f_blood,0.0025,48,432,0.044000000000000004,0.08800000000000001,0.044000000000000004,False
p043,p043_neutral_front,left_cheek,f_blood,0.005,75,675,0.03675,0.1,0.06325,False
p043,p043_neutral_front,left_cheek,f_blood,0.01,102,918,0.03,0.1,0.07,False
p043,p043_neutral_front,left_cheek,s,0.0025,48,432,0.42,0.8,0.38000000000000006,False
p043,p043_neutral_front,left_cheek,s,0.005,75,675,0.30874999999999997,0.8674999999999999,0.55875,False
p043,p043_neutral_front,left_cheek,s,0.01,102,918,0.14,0.9400000000000001,0.8,False
p043,p043_neutral_front,right_cheek,f_mel,0.0025,52,468,0.0344,0.044595960898938136,0.010195960898938136,True
p043,p043_neutral_front,right_cheek,f_mel,0.005,76,684,0.031712500000000005,0.048374999999999994,0.01666249999999999,True
p043,p043_neutral_front,right_cheek,f_mel,0.01,103,927,0.030100000000000002,0.0516,0.0215,True
p043,p043_neutral_front,right_cheek,f_blood,0.0025,52,468,0.052000000000000005,0.1,0.048,False
p043,p043_neutral_front,right_cheek,f_blood,0.005,76,684,0.0425,0.1,0.0575,False
p043,p043_neutral_front,right_cheek,f_blood,0.01,103,927,0.034,0.1,0.066,False
p043,p043_neutral_front,right_cheek,s,0.0025,52,468,0.26,0.68,0.42000000000000004,False
p043,p043_neutral_front,right_cheek,s,0.005,76,684,0.13125,0.7525,0.62125,False
p043,p043_neutral_front,right_cheek,s,0.01,103,927,0.0,0.84,0.84,False
p044,p044_neutral_front,left_cheek,f_mel,0.0025,30,270,0.06730204547157446,0.07031176324247751,0.003009717770903045,True
p044,p044_neutral_front,left_cheek,f_mel,0.005,50,450,0.06339524196050131,0.07417499999999999,0.010779758039498682,True
p044,p044_neutral_front,left_cheek,f_mel,0.01,69,621,0.06233016130700087,0.07525,0.012919838692999126,True
p044,p044_neutral_front,left_cheek,f_blood,0.0025,30,270,0.09200000000000001,0.1,0.007999999999999993,True
p044,p044_neutral_front,left_cheek,f_blood,0.005,50,450,0.084375,0.1,0.015625,False
p044,p044_neutral_front,left_cheek,f_blood,0.01,69,621,0.072,0.1,0.02800000000000001,False
p044,p044_neutral_front,left_cheek,s,0.0025,30,270,0.08,0.5,0.42,False
p044,p044_neutral_front,left_cheek,s,0.005,50,450,0.0,0.59125,0.59125,False
p044,p044_neutral_front,left_cheek,s,0.01,69,621,0.0,0.68,0.68,False
p044,p044_neutral_front,right_cheek,f_mel,0.0025,9,81,0.10206717691889798,0.1032,0.001132823081102019,True
p044,p044_neutral_front,right_cheek,f_mel,0.005,19,171,0.0946,0.10965,0.015049999999999994,True
p044,p044_neutral_front,right_cheek,f_mel,0.01,40,360,0.09245,0.1118,0.019349999999999992,True
p044,p044_neutral_front,right_cheek,f_blood,0.0025,9,81,0.096,0.1,0.0040000000000000036,True
p044,p044_neutral_front,right_cheek,f_blood,0.005,19,171,0.09200000000000001,0.1,0.007999999999999993,True
p044,p044_neutral_front,right_cheek,f_blood,0.01,40,360,0.08600000000000001,0.1,0.013999999999999999,False
p044,p044_neutral_front,right_cheek,s,0.0025,9,81,0.0,0.06,0.06,True
p044,p044_neutral_front,right_cheek,s,0.005,19,171,0.0,0.1325,0.1325,True
p044,p044_neutral_front,right_cheek,s,0.01,40,360,0.0,0.24,0.24,False
p045,p045_neutral_front,left_cheek,f_mel,0.0025,28,252,0.04568765918307454,0.0516,0.00591234081692546,True
p045,p045_neutral_front,left_cheek,f_mel,0.005,48,432,0.04367191479576864,0.05375,0.010078085204231362,True
p045,p045_neutral_front,left_cheek,f_mel,0.01,77,693,0.043000000000000003,0.0559,0.012899999999999995,True
p045,p045_neutral_front,left_cheek,f_blood,0.0025,28,252,0.08800000000000001,0.1,0.011999999999999997,False
p045,p045_neutral_front,left_cheek,f_blood,0.005,48,432,0.078125,0.1,0.021875000000000006,False
p045,p045_neutral_front,left_cheek,f_blood,0.01,77,693,0.064,0.1,0.036000000000000004,False
p045,p045_neutral_front,left_cheek,s,0.0025,28,252,0.38,0.7000000000000001,0.32000000000000006,False
p045,p045_neutral_front,left_cheek,s,0.005,48,432,0.28,0.77,0.49,False
p045,p045_neutral_front,left_cheek,s,0.01,77,693,0.16,0.84,0.6799999999999999,False
p045,p045_neutral_front,right_cheek,f_mel,0.0025,28,252,0.060200000000000004,0.06551159618741371,0.005311596187413711,True
p045,p045_neutral_front,right_cheek,f_mel,0.005,46,414,0.0564375,0.06797789904685342,0.011540399046853417,True
p045,p045_neutral_front,right_cheek,f_mel,0.01,64,576,0.0559,0.0688,0.012900000000000002,True
p045,p045_neutral_front,right_cheek,f_blood,0.0025,28,252,0.09400000000000001,0.1,0.0059999999999999915,True
p045,p045_neutral_front,right_cheek,f_blood,0.005,46,414,0.085625,0.1,0.014374999999999999,False
p045,p045_neutral_front,right_cheek,f_blood,0.01,64,576,0.074,0.1,0.02600000000000001,False
p045,p045_neutral_front,right_cheek,s,0.0025,28,252,0.0,0.38,0.38,False
p045,p045_neutral_front,right_cheek,s,0.005,46,414,0.0,0.4875,0.4875,False
p045,p045_neutral_front,right_cheek,s,0.01,64,576,0.0,0.6,0.6,False
p046,p046_neutral_front,left_cheek,f_mel,0.0025,9,81,0.07400967007052868,0.0774,0.003390329929471317,True
p046,p046_neutral_front,left_cheek,f_mel,0.005,24,216,0.06772500000000001,0.08008749999999999,0.012362499999999985,True
p046,p046_neutral_front,left_cheek,f_mel,0.01,40,360,0.06665000000000001,0.0817,0.01504999999999998,True
p046,p046_neutral_front,left_cheek,f_blood,0.0025,9,81,0.098,0.1,0.0020000000000000018,True
p046,p046_neutral_front,left_cheek,f_blood,0.005,24,216,0.09225000000000001,0.1,0.007749999999999993,True
p046,p046_neutral_front,left_cheek,f_blood,0.01,40,360,0.08600000000000001,0.1,0.013999999999999999,False
p046,p046_neutral_front,left_cheek,s,0.0025,9,81,0.0,0.08,0.08,True
p046,p046_neutral_front,left_cheek,s,0.005,24,216,0.0,0.15750000000000003,0.15750000000000003,True
p046,p046_neutral_front,left_cheek,s,0.01,40,360,0.0,0.26,0.26,False
p046,p046_neutral_front,right_cheek,f_mel,0.0025,8,72,0.08600000000000001,0.0946,0.008599999999999997,True
p046,p046_neutral_front,right_cheek,f_mel,0.005,18,162,0.0833125,0.09889999999999999,0.01558749999999999,True
p046,p046_neutral_front,right_cheek,f_mel,0.01,37,333,0.0817,0.10104999999999999,0.019349999999999992,True
p046,p046_neutral_front,right_cheek,f_blood,0.0025,8,72,0.098,0.1,0.0020000000000000018,True
p046,p046_neutral_front,right_cheek,f_blood,0.005,18,162,0.09300000000000001,0.1,0.006999999999999992,True
p046,p046_neutral_front,right_cheek,f_blood,0.01,37,333,0.08800000000000001,0.1,0.011999999999999997,False
p046,p046_neutral_front,right_cheek,s,0.0025,8,72,0.0,0.04,0.04,True
p046,p046_neutral_front,right_cheek,s,0.005,18,162,0.0,0.10500000000000001,0.10500000000000001,True
p046,p046_neutral_front,right_cheek,s,0.01,37,333,0.0,0.2,0.2,True
p047,p047_neutral_front,left_cheek,f_mel,0.0025,27,243,0.04648102891643198,0.04871142781166692,0.0022303988952349432,True
p047,p047_neutral_front,left_cheek,f_mel,0.005,41,369,0.0424625,0.052137499999999996,0.009674999999999996,True
p047,p047_neutral_front,left_cheek,f_mel,0.01,62,558,0.04085,0.05375,0.012900000000000002,True
p047,p047_neutral_front,left_cheek,f_blood,0.0025,27,243,0.09400000000000001,0.1,0.0059999999999999915,True
p047,p047_neutral_front,left_cheek,f_blood,0.005,41,369,0.086875,0.1,0.013125000000000012,False
p047,p047_neutral_front,left_cheek,f_blood,0.01,62,558,0.07600000000000001,0.1,0.023999999999999994,False
p047,p047_neutral_front,left_cheek,s,0.0025,27,243,0.02,0.42,0.39999999999999997,False
p047,p047_neutral_front,left_cheek,s,0.005,41,369,0.0,0.5,0.5,False
p047,p047_neutral_front,left_cheek,s,0.01,62,558,0.0,0.6,0.6,False
p047,p047_neutral_front,right_cheek,f_mel,0.0025,7,63,0.08600000000000001,0.0891019608108946,0.0031019608108945884,True
p047,p047_neutral_front,right_cheek,f_mel,0.005,19,171,0.0811625,0.09674999999999999,0.01558749999999999,True
p047,p047_neutral_front,right_cheek,f_mel,0.01,37,333,0.07955,0.09889999999999999,0.019349999999999992,True
p047,p047_neutral_front,right_cheek,f_blood,0.0025,7,63,0.098,0.1,0.0020000000000000018,True
p047,p047_neutral_front,right_cheek,f_blood,0.005,19,171,0.092875,0.1,0.007125000000000006,True
p047,p047_neutral_front,right_cheek,f_blood,0.01,37,333,0.08600000000000001,0.1,0.013999999999999999,False
p047,p047_neutral_front,right_cheek,s,0.0025,7,63,0.0,0.04,0.04,True
p047,p047_neutral_front,right_cheek,s,0.005,19,171,0.0,0.10250000000000001,0.10250000000000001,True
p047,p047_neutral_front,right_cheek,s,0.01,37,333,0.0,0.18,0.18,True
p048,p048_neutral_front,left_cheek,f_mel,0.0025,23,207,0.037190365637711345,0.043000000000000003,0.005809634362288658,True
p048,p048_neutral_front,left_cheek,f_mel,0.005,37,333,0.03579518281885567,0.044612500000000006,0.008817317181144334,True
p048,p048_neutral_front,left_cheek,f_mel,0.01,53,477,0.0344,0.04515,0.010750000000000003,True
p048,p048_neutral_front,left_cheek,f_blood,0.0025,23,207,0.09400000000000001,0.1,0.0059999999999999915,True
p048,p048_neutral_front,left_cheek,f_blood,0.005,37,333,0.08825000000000001,0.1,0.011749999999999997,False
p048,p048_neutral_front,left_cheek,f_blood,0.01,53,477,0.08000000000000002,0.1,0.01999999999999999,False
p048,p048_neutral_front,left_cheek,s,0.0025,23,207,0.0,0.28,0.28,False
p048,p048_neutral_front,left_cheek,s,0.005,37,333,0.0,0.36375,0.36375,False
p048,p048_neutral_front,left_cheek,s,0.01,53,477,0.0,0.46,0.46,False
p048,p048_neutral_front,right_cheek,f_mel,0.0025,7,63,0.0666863602098951,0.0688,0.0021136397901048987,True
p048,p048_neutral_front,right_cheek,f_mel,0.005,19,171,0.060200000000000004,0.0731,0.012899999999999995,True
p048,p048_neutral_front,right_cheek,f_mel,0.01,35,315,0.058050000000000004,0.07525,0.017199999999999993,True
p048,p048_neutral_front,right_cheek,f_blood,0.0025,7,63,0.098,0.1,0.0020000000000000018,True
p048,p048_neutral_front,right_cheek,f_blood,0.005,19,171,0.09337500000000001,0.1,0.006624999999999992,True
p048,p048_neutral_front,right_cheek,f_blood,0.01,35,315,0.08800000000000001,0.1,0.011999999999999997,False
p048,p048_neutral_front,right_cheek,s,0.0025,7,63,0.0,0.04,0.04,True
p048,p048_neutral_front,right_cheek,s,0.005,19,171,0.0,0.09875,0.09875,True
p048,p048_neutral_front,right_cheek,s,0.01,35,315,0.0,0.18,0.18,True
p049,p049_neutral_front,left_cheek,f_mel,0.0025,26,234,0.0516,0.05713966975437057,0.00553966975437057,True
p049,p049_neutral_front,left_cheek,f_mel,0.005,48,432,0.0489125,0.05943491743859264,0.01052241743859264,True
p049,p049_neutral_front,left_cheek,f_mel,0.01,73,657,0.0473,0.060200000000000004,0.012900000000000002,True
p049,p049_neutral_front,left_cheek,f_blood,0.0025,26,234,0.09400000000000001,0.1,0.0059999999999999915,True
p049,p049_neutral_front,left_cheek,f_blood,0.005,48,432,0.08650000000000001,0.1,0.013499999999999998,False
p049,p049_neutral_front,left_cheek,f_blood,0.01,73,657,0.07600000000000001,0.1,0.023999999999999994,False
p049,p049_neutral_front,left_cheek,s,0.0025,26,234,0.34,0.68,0.34,False
p049,p049_neutral_front,left_cheek,s,0.005,48,432,0.24125,0.765,0.52375,False
p049,p049_neutral_front,left_cheek,s,0.01,73,657,0.12,0.84,0.72,False
p049,p049_neutral_front,right_cheek,f_mel,0.0025,8,72,0.08600000000000001,0.08930798131965047,0.0033079813196504604,True
p049,p049_neutral_front,right_cheek,f_mel,0.005,20,180,0.0817,0.09621249999999999,0.014512499999999998,True
p049,p049_neutral_front,right_cheek,f_mel,0.01,39,351,0.07955,0.09889999999999999,0.019349999999999992,True
p049,p049_neutral_front,right_cheek,f_blood,0.0025,8,72,0.098,0.1,0.0020000000000000018,True
p049,p049_neutral_front,right_cheek,f_blood,0.005,20,180,0.09262500000000001,0.1,0.007374999999999993,True
p049,p049_neutral_front,right_cheek,f_blood,0.01,39,351,0.08600000000000001,0.1,0.013999999999999999,False
p049,p049_neutral_front,right_cheek,s,0.0025,8,72,0.0,0.06,0.06,True
p049,p049_neutral_front,right_cheek,s,0.005,20,180,0.0,0.12,0.12,True
p049,p049_neutral_front,right_cheek,s,0.01,39,351,0.0,0.22,0.22,False
p050,p050_neutral_front,left_cheek,f_mel,0.0025,24,216,0.030901306753258313,0.0344,0.0034986932467416867,True
p050,p050_neutral_front,left_cheek,f_mel,0.005,43,387,0.02807928774004052,0.03655,0.00847071225995948,True
p050,p050_neutral_front,left_cheek,f_mel,0.01,69,621,0.027319525160027013,0.0387,0.011380474839972985,True
p050,p050_neutral_front,left_cheek,f_blood,0.0025,24,216,0.09000000000000001,0.1,0.009999999999999995,True
p050,p050_neutral_front,left_cheek,f_blood,0.005,43,387,0.08075000000000002,0.1,0.01924999999999999,False
p050,p050_neutral_front,left_cheek,f_blood,0.01,69,621,0.07,0.1,0.03,False
p050,p050_neutral_front,left_cheek,s,0.0025,24,216,0.38,0.66,0.28,False
p050,p050_neutral_front,left_cheek,s,0.005,43,387,0.30625,0.73,0.42374999999999996,False
p050,p050_neutral_front,left_cheek,s,0.01,69,621,0.2,0.8,0.6000000000000001,False
p050,p050_neutral_front,right_cheek,f_mel,0.0025,9,81,0.06405037273069668,0.0688,0.004749627269303322,True
p050,p050_neutral_front,right_cheek,f_mel,0.005,20,180,0.06164388977401126,0.07417499999999999,0.012531110225988733,True
p050,p050_neutral_front,right_cheek,f_mel,0.01,38,342,0.060200000000000004,0.07525,0.015049999999999994,True
p050,p050_neutral_front,right_cheek,f_blood,0.0025,9,81,0.098,0.1,0.0020000000000000018,True
p050,p050_neutral_front,right_cheek,f_blood,0.005,20,180,0.09300000000000001,0.1,0.006999999999999992,True
p050,p050_neutral_front,right_cheek,f_blood,0.01,38,342,0.08800000000000001,0.1,0.011999999999999997,False
p050,p050_neutral_front,right_cheek,s,0.0025,9,81,0.0,0.06,0.06,True
p050,p050_neutral_front,right_cheek,s,0.005,20,180,0.0,0.12125,0.12125,True
p050,p050_neutral_front,right_cheek,s,0.01,38,342,0.0,0.22,0.22,False
p051,p051_neutral_front,left_cheek,f_mel,0.0025,26,234,0.04085,0.04468237380318653,0.003832373803186531,True
p051,p051_neutral_front,left_cheek,f_mel,0.005,48,432,0.0392375,0.04805844186702527,0.00882094186702527,True
p051,p051_neutral_front,left_cheek,f_mel,0.01,71,639,0.0387,0.049576252495443014,0.010876252495443016,True
p051,p051_neutral_front,left_cheek,f_blood,0.0025,26,234,0.09400000000000001,0.1,0.0059999999999999915,True
p051,p051_neutral_front,left_cheek,f_blood,0.005,48,432,0.08762500000000001,0.1,0.012374999999999997,False
p051,p051_neutral_front,left_cheek,f_blood,0.01,71,639,0.07800000000000001,0.1,0.021999999999999992,False
p051,p051_neutral_front,left_cheek,s,0.0025,26,234,0.2,0.54,0.34,False
p051,p051_neutral_front,left_cheek,s,0.005,48,432,0.10250000000000001,0.62375,0.52125,False
p051,p051_neutral_front,left_cheek,s,0.01,71,639,0.0,0.7000000000000001,0.7000000000000001,False
p051,p051_neutral_front,right_cheek,f_mel,0.0025,9,81,0.060200000000000004,0.06463089943982664,0.0044308994398266355,True
p051,p051_neutral_front,right_cheek,f_mel,0.005,23,207,0.054825,0.06619431214989165,0.011369312149891647,True
p051,p051_neutral_front,right_cheek,f_mel,0.01,39,351,0.05375,0.0688,0.015050000000000001,True
p051,p051_neutral_front,right_cheek,f_blood,0.0025,9,81,0.098,0.1,0.0020000000000000018,True
p051,p051_neutral_front,right_cheek,f_blood,0.005,23,207,0.09262500000000001,0.1,0.007374999999999993,True
p051,p051_neutral_front,right_cheek,f_blood,0.01,39,351,0.08600000000000001,0.1,0.013999999999999999,False
p051,p051_neutral_front,right_cheek,s,0.0025,9,81,0.0,0.06,0.06,True
p051,p051_neutral_front,right_cheek,s,0.005,23,207,0.0,0.12625,0.12625,True
p051,p051_neutral_front,right_cheek,s,0.01,39,351,0.0,0.22,0.22,False
