sample_id,split,camera_light_pair,low_clip_fraction,high_clip_fraction,total_clip_fraction,per_channel_clip_fraction
train_015947,train,Nikon D5100 / A,nan,nan,nan,
train_015948,train,Canon 5DMarkII / FL2,nan,nan,nan,
train_015949,train,Canon 50D / FL2,nan,nan,nan,
train_015950,train,Phase One / D65,nan,nan,nan,
train_015951,train,Nikon D3X / D65,nan,nan,nan,
train_015952,train,Nikon D50 / A,nan,nan,nan,
train_015953,train,Canon 500D / FL2,nan,nan,nan,
train_015954,train,Canon 500D / D65,nan,nan,nan,
train_015955,train,Nikon D80 / D65,nan,nan,nan,
train_015956,train,Canon 40D / FL2,nan,nan,nan,
train_015957,train,Canon 60D / D65,nan,nan,nan,
train_015958,train,Nikon D80 / FL2,nan,nan,nan,
train_015959,train,Canon 20D / D65,nan,nan,nan,
train_015960,train,Nikon D3X / FL2,nan,nan,nan,
train_015961,train,Hasselblad H2 / A,nan,nan,nan,
train_015962,train,Canon 60D / A,nan,nan,nan,
train_015963,train,Canon 300D / FL2,nan,nan,nan,
train_015964,train,Pentax Q / FL2,nan,nan,nan,
train_015965,train,Nikon D40 / A,nan,nan,nan,
train_015966,train,Canon 20D / A,nan,nan,nan,
train_015967,train,Canon 1DMarkIII / A,nan,nan,nan,
train_015968,train,Nikon D200 / FL2,nan,nan,nan,
train_015969,train,Canon 40D / A,nan,nan,nan,
train_015970,train,Nikon D3 / A,nan,nan,nan,
train_015971,train,Nokia N900 / D65,nan,nan,nan,
train_015972,train,Nikon D90 / FL2,nan,nan,nan,
train_015973,train,Nikon D80 / A,nan,nan,nan,
train_015974,train,SONY NEX-5N / A,nan,nan,nan,
train_015975,train,Nikon D300s / A,nan,nan,nan,
train_015976,train,Hasselblad H2 / FL2,nan,nan,nan,
train_015977,train,Pentax K-5 / FL2,nan,nan,nan,
train_015978,train,Nikon D90 / D65,nan,nan,nan,
train_015979,train,Nikon D300s / FL2,nan,nan,nan,
train_015980,train,Nokia N900 / A,nan,nan,nan,
train_015981,train,Canon 5DMarkII / D65,nan,nan,nan,
train_015982,train,SONY NEX-5N / D65,nan,nan,nan,
train_015983,train,SONY NEX-5N / FL2,nan,nan,nan,
train_015984,train,Canon 60D / FL2,nan,nan,nan,
train_015985,train,Canon 40D / D65,nan,nan,nan,
train_015986,train,Point Grey Grasshopper2 14S5C / A,nan,nan,nan,
train_015987,train,Canon 50D / A,nan,nan,nan,
train_015988,train,Nikon D3 / FL2,nan,nan,nan,
train_015989,train,Nikon D200 / D65,nan,nan,nan,
train_015990,train,Canon 500D / A,nan,nan,nan,
train_015991,train,Phase One / FL2,nan,nan,nan,
train_015992,train,Nikon D90 / A,nan,nan,nan,
train_015993,train,Nikon D3 / D65,nan,nan,nan,
train_015994,train,Canon 50D / D65,nan,nan,nan,
train_015995,train,Canon 300D / D65,nan,nan,nan,
train_015996,train,Pentax K-5 / D65,nan,nan,nan,
train_015997,train,Canon 20D / FL2,nan,nan,nan,
train_015998,train,Nokia N900 / FL2,nan,nan,nan,
train_015999,train,Canon 300D / A,nan,nan,nan,
train_016000,train,Point Grey Grasshopper2 14S5C / D65,nan,nan,nan,
train_016001,train,Pentax Q / D65,nan,nan,nan,
train_016002,train,Nikon D5100 / D65,nan,nan,nan,
train_016003,train,Nikon D40 / FL2,nan,nan,nan,
train_016004,train,Pentax Q / A,nan,nan,nan,
train_016005,train,Nikon D50 / FL2,nan,nan,nan,
train_016006,train,Nikon D3X / A,nan,nan,nan,
train_016007,train,Nikon D5100 / FL2,nan,nan,nan,
train_016008,train,Canon 1DMarkIII / D65,nan,nan,nan,
train_016009,train,Hasselblad H2 / D65,nan,nan,nan,
train_016010,train,Nikon D50 / D65,nan,nan,nan,
train_016011,train,Nikon D40 / D65,nan,nan,nan,
train_016012,train,Canon 5DMarkII / A,nan,nan,nan,
train_016013,train,Point Grey Grasshopper2 14S5C / FL2,nan,nan,nan,
train_016014,train,Nikon D200 / A,nan,nan,nan,
train_016015,train,Phase One / A,nan,nan,nan,
train_016016,train,Nikon D300s / D65,nan,nan,nan,
train_016017,train,Canon 1DMarkIII / FL2,nan,nan,nan,
train_016018,train,Pentax K-5 / A,nan,nan,nan,
train_016019,train,Nikon D5100 / A,nan,nan,nan,
train_016020,train,Canon 5DMarkII / FL2,nan,nan,nan,
train_016021,train,Canon 50D / FL2,nan,nan,nan,
train_016022,train,Phase One / D65,nan,nan,nan,
train_016023,train,Nikon D3X / D65,nan,nan,nan,
train_016024,train,Nikon D50 / A,nan,nan,nan,
train_016025,train,Canon 500D / FL2,nan,nan,nan,
train_016026,train,Canon 500D / D65,nan,nan,nan,
train_016027,train,Nikon D80 / D65,nan,nan,nan,
train_016028,train,Canon 40D / FL2,nan,nan,nan,
train_016029,train,Canon 60D / D65,nan,nan,nan,
train_016030,train,Nikon D80 / FL2,nan,nan,nan,
train_016031,train,Canon 20D / D65,nan,nan,nan,
train_016032,train,Nikon D3X / FL2,nan,nan,nan,
train_016033,train,Hasselblad H2 / A,nan,nan,nan,
train_016034,train,Canon 60D / A,nan,nan,nan,
train_016035,train,Canon 300D / FL2,nan,nan,nan,
train_016036,train,Pentax Q / FL2,nan,nan,nan,
train_016037,train,Nikon D40 / A,nan,nan,nan,
train_016038,train,Canon 20D / A,nan,nan,nan,
train_016039,train,Canon 1DMarkIII / A,nan,nan,nan,
train_016040,train,Nikon D200 / FL2,nan,nan,nan,
train_016041,train,Canon 40D / A,nan,nan,nan,
train_016042,train,Nikon D3 / A,nan,nan,nan,
train_016043,train,Nokia N900 / D65,nan,nan,nan,
train_016044,train,Nikon D90 / FL2,nan,nan,nan,
train_016045,train,Nikon D80 / A,nan,nan,nan,
train_016046,train,SONY NEX-5N / A,nan,nan,nan,
train_016047,train,Nikon D300s / A,nan,nan,nan,
train_016048,train,Hasselblad H2 / FL2,nan,nan,nan,
train_016049,train,Pentax K-5 / FL2,nan,nan,nan,
train_016050,train,Nikon D90 / D65,nan,nan,nan,
train_016051,train,Nikon D300s / FL2,nan,nan,nan,
train_016052,train,Nokia N900 / A,nan,nan,nan,
train_016053,train,Canon 5DMarkII / D65,nan,nan,nan,
train_016054,train,SONY NEX-5N / D65,nan,nan,nan,
train_016055,train,SONY NEX-5N / FL2,nan,nan,nan,
train_016056,train,Canon 60D / FL2,nan,nan,nan,
train_016057,train,Canon 40D / D65,nan,nan,nan,
train_016058,train,Point Grey Grasshopper2 14S5C / A,nan,nan,nan,
train_016059,train,Canon 50D / A,nan,nan,nan,
train_016060,train,Nikon D3 / FL2,nan,nan,nan,
train_016061,train,Nikon D200 / D65,nan,nan,nan,
train_016062,train,Canon 500D / A,nan,nan,nan,
train_016063,train,Phase One / FL2,nan,nan,nan,
train_016064,train,Nikon D90 / A,nan,nan,nan,
train_016065,train,Nikon D3 / D65,nan,nan,nan,
train_016066,train,Canon 50D / D65,nan,nan,nan,
train_016067,train,Canon 300D / D65,nan,nan,nan,
train_016068,train,Pentax K-5 / D65,nan,nan,nan,
train_016069,train,Canon 20D / FL2,nan,nan,nan,
train_016070,train,Nokia N900 / FL2,nan,nan,nan,
train_016071,train,Canon 300D / A,nan,nan,nan,
train_016072,train,Point Grey Grasshopper2 14S5C / D65,nan,nan,nan,
train_016073,train,Pentax Q / D65,nan,nan,nan,
train_016074,train,Nikon D5100 / D65,nan,nan,nan,
train_016075,train,Nikon D40 / FL2,nan,nan,nan,
train_016076,train,Pentax Q / A,nan,nan,nan,
train_016077,train,Nikon D50 / FL2,nan,nan,nan,
train_016078,train,Nikon D3X / A,nan,nan,nan,
train_016079,train,Nikon D5100 / FL2,nan,nan,nan,
train_016080,train,Canon 1DMarkIII / D65,nan,nan,nan,
train_016081,train,Hasselblad H2 / D65,nan,nan,nan,
train_016082,train,Nikon D50 / D65,nan,nan,nan,
train_016083,train,Nikon D40 / D65,nan,nan,nan,
train_016084,train,Canon 5DMarkII / A,nan,nan,nan,
train_016085,train,Point Grey Grasshopper2 14S5C / FL2,nan,nan,nan,
train_016086,train,Nikon D200 / A,nan,nan,nan,
train_016087,train,Phase One / A,nan,nan,nan,
train_016088,train,Nikon D300s / D65,nan,nan,nan,
train_016089,train,Canon 1DMarkIII / FL2,nan,nan,nan,
train_016090,train,Pentax K-5 / A,nan,nan,nan,
train_016091,train,Nikon D5100 / A,nan,nan,nan,
train_016092,train,Canon 5DMarkII / FL2,nan,nan,nan,
train_016093,train,Canon 50D / FL2,nan,nan,nan,
train_016094,train,Phase One / D65,nan,nan,nan,
train_016095,train,Nikon D3X / D65,nan,nan,nan,
train_016096,train,Nikon D50 / A,nan,nan,nan,
train_016097,train,Canon 500D / FL2,nan,nan,nan,
train_016098,train,Canon 500D / D65,nan,nan,nan,
train_016099,train,Nikon D80 / D65,nan,nan,nan,
train_016100,train,Canon 40D / FL2,nan,nan,nan,
train_016101,train,Canon 60D / D65,nan,nan,nan,
train_016102,train,Nikon D80 / FL2,nan,nan,nan,
train_016103,train,Canon 20D / D65,nan,nan,nan,
train_016104,train,Nikon D3X / FL2,nan,nan,nan,
train_016105,train,Hasselblad H2 / A,nan,nan,nan,
train_016106,train,Canon 60D / A,nan,nan,nan,
train_016107,train,Canon 300D / FL2,nan,nan,nan,
train_016108,train,Pentax Q / FL2,nan,nan,nan,
train_016109,train,Nikon D40 / A,nan,nan,nan,
train_016110,train,Canon 20D / A,nan,nan,nan,
train_016111,train,Canon 1DMarkIII / A,nan,nan,nan,
train_016112,train,Nikon D200 / FL2,nan,nan,nan,
train_016113,train,Canon 40D / A,nan,nan,nan,
train_016114,train,Nikon D3 / A,nan,nan,nan,
train_016115,train,Nokia N900 / D65,nan,nan,nan,
train_016116,train,Nikon D90 / FL2,nan,nan,nan,
train_016117,train,Nikon D80 / A,nan,nan,nan,
train_016118,train,SONY NEX-5N / A,nan,nan,nan,
train_016119,train,Nikon D300s / A,nan,nan,nan,
train_016120,train,Hasselblad H2 / FL2,nan,nan,nan,
train_016121,train,Pentax K-5 / FL2,nan,nan,nan,
train_016122,train,Nikon D90 / D65,nan,nan,nan,
train_016123,train,Nikon D300s / FL2,nan,nan,nan,
train_016124,train,Nokia N900 / A,nan,nan,nan,
train_016125,train,Canon 5DMarkII / D65,nan,nan,nan,
train_016126,train,SONY NEX-5N / D65,nan,nan,nan,
train_016127,train,SONY NEX-5N / FL2,nan,nan,nan,
train_016128,train,Canon 60D / FL2,nan,nan,nan,
train_016129,train,Canon 40D / D65,nan,nan,nan,
train_016130,train,Point Grey Grasshopper2 14S5C / A,nan,nan,nan,
train_016131,train,Canon 50D / A,nan,nan,nan,
train_016132,train,Nikon D3 / FL2,nan,nan,nan,
train_016133,train,Nikon D200 / D65,nan,nan,nan,
train_016134,train,Canon 500D / A,nan,nan,nan,
train_016135,train,Phase One / FL2,nan,nan,nan,
train_016136,train,Nikon D90 / A,nan,nan,nan,
train_016137,train,Nikon D3 / D65,nan,nan,nan,
train_016138,train,Canon 50D / D65,nan,nan,nan,
train_016139,train,Canon 300D / D65,nan,nan,nan,
train_016140,train,Pentax K-5 / D65,nan,nan,nan,
train_016141,train,Canon 20D / FL2,nan,nan,nan,
train_016142,train,Nokia N900 / FL2,nan,nan,nan,
train_016143,train,Canon 300D / A,nan,nan,nan,
train_016144,train,Point Grey Grasshopper2 14S5C / D65,nan,nan,nan,
train_016145,train,Pentax Q / D65,nan,nan,nan,
train_016146,train,Nikon D5100 / D65,nan,nan,nan,
train_016147,train,Nikon D40 / FL2,nan,nan,nan,
train_016148,train,Pentax Q / A,nan,nan,nan,
train_016149,train,Nikon D50 / FL2,nan,nan,nan,
train_016150,train,Nikon D3X / A,nan,nan,nan,
train_016151,train,Nikon D5100 / FL2,nan,nan,nan,
train_016152,train,Canon 1DMarkIII / D65,nan,nan,nan,
train_016153,train,Hasselblad H2 / D65,nan,nan,nan,
train_016154,train,Nikon D50 / D65,nan,nan,nan,
train_016155,train,Nikon D40 / D65,nan,nan,nan,
train_016156,train,Canon 5DMarkII / A,nan,nan,nan,
train_016157,train,Point Grey Grasshopper2 14S5C / FL2,nan,nan,nan,
train_016158,train,Nikon D200 / A,nan,nan,nan,
train_016159,train,Phase One / A,nan,nan,nan,
train_016160,train,Nikon D300s / D65,nan,nan,nan,
train_016161,train,Canon 1DMarkIII / FL2,nan,nan,nan,
train_016162,train,Pentax K-5 / A,nan,nan,nan,
train_016163,train,Nikon D5100 / A,nan,nan,nan,
train_016164,train,Canon 5DMarkII / FL2,nan,nan,nan,
train_016165,train,Canon 50D / FL2,nan,nan,nan,
train_016166,train,Phase One / D65,nan,nan,nan,
train_016167,train,Nikon D3X / D65,nan,nan,nan,
train_016168,train,Nikon D50 / A,nan,nan,nan,
train_016169,train,Canon 500D / FL2,nan,nan,nan,
train_016170,train,Canon 500D / D65,nan,nan,nan,
train_016171,train,Nikon D80 / D65,nan,nan,nan,
train_016172,train,Canon 40D / FL2,nan,nan,nan,
train_016173,train,Canon 60D / D65,nan,nan,nan,
train_016174,train,Nikon D80 / FL2,nan,nan,nan,
train_016175,train,Canon 20D / D65,nan,nan,nan,
train_016176,train,Nikon D3X / FL2,nan,nan,nan,
train_016177,train,Hasselblad H2 / A,nan,nan,nan,
train_016178,train,Canon 60D / A,nan,nan,nan,
train_016179,train,Canon 300D / FL2,nan,nan,nan,
train_016180,train,Pentax Q / FL2,nan,nan,nan,
train_016181,train,Nikon D40 / A,nan,nan,nan,
train_016182,train,Canon 20D / A,nan,nan,nan,
train_016183,train,Canon 1DMarkIII / A,nan,nan,nan,
train_016184,train,Nikon D200 / FL2,nan,nan,nan,
train_016185,train,Canon 40D / A,nan,nan,nan,
train_016186,train,Nikon D3 / A,nan,nan,nan,
train_016187,train,Nokia N900 / D65,nan,nan,nan,
train_016188,train,Nikon D90 / FL2,nan,nan,nan,
train_016189,train,Nikon D80 / A,nan,nan,nan,
train_016190,train,SONY NEX-5N / A,nan,nan,nan,
train_016191,train,Nikon D300s / A,nan,nan,nan,
train_016192,train,Hasselblad H2 / FL2,nan,nan,nan,
train_016193,train,Pentax K-5 / FL2,nan,nan,nan,
train_016194,train,Nikon D90 / D65,nan,nan,nan,
train_016195,train,Nikon D300s / FL2,nan,nan,nan,
train_016196,train,Nokia N900 / A,nan,nan,nan,
train_016197,train,Canon 5DMarkII / D65,nan,nan,nan,
train_016198,train,SONY NEX-5N / D65,nan,nan,nan,
train_016199,train,SONY NEX-5N / FL2,nan,nan,nan,
train_016200,train,Canon 60D / FL2,nan,nan,nan,
train_016201,train,Canon 40D / D65,nan,nan,nan,
train_016202,train,Point Grey Grasshopper2 14S5C / A,nan,nan,nan,
train_016203,train,Canon 50D / A,nan,nan,nan,
train_016204,train,Nikon D3 / FL2,nan,nan,nan,
train_016205,train,Nikon D200 / D65,nan,nan,nan,
train_016206,train,Canon 500D / A,nan,nan,nan,
train_016207,train,Phase One / FL2,nan,nan,nan,
train_016208,train,Nikon D90 / A,nan,nan,nan,
train_016209,train,Nikon D3 / D65,nan,nan,nan,
train_016210,train,Canon 50D / D65,nan,nan,nan,
train_016211,train,Canon 300D / D65,nan,nan,nan,
train_016212,train,Pentax K-5 / D65,nan,nan,nan,
train_016213,train,Canon 20D / FL2,nan,nan,nan,
train_016214,train,Nokia N900 / FL2,nan,nan,nan,
train_016215,train,Canon 300D / A,nan,nan,nan,
train_016216,train,Point Grey Grasshopper2 14S5C / D65,nan,nan,nan,
train_016217,train,Pentax Q / D65,nan,nan,nan,
train_016218,train,Nikon D5100 / D65,nan,nan,nan,
train_016219,train,Nikon D40 / FL2,nan,nan,nan,
train_016220,train,Pentax Q / A,nan,nan,nan,
train_016221,train,Nikon D50 / FL2,nan,nan,nan,
train_016222,train,Nikon D3X / A,nan,nan,nan,
train_016223,train,Nikon D5100 / FL2,nan,nan,nan,
train_016224,train,Canon 1DMarkIII / D65,nan,nan,nan,
train_016225,train,Hasselblad H2 / D65,nan,nan,nan,
train_016226,train,Nikon D50 / D65,nan,nan,nan,
train_016227,train,Nikon D40 / D65,nan,nan,nan,
train_016228,train,Canon 5DMarkII / A,nan,nan,nan,
train_016229,train,Point Grey Grasshopper2 14S5C / FL2,nan,nan,nan,
train_016230,train,Nikon D200 / A,nan,nan,nan,
train_016231,train,Phase One / A,nan,nan,nan,
train_016232,train,Nikon D300s / D65,nan,nan,nan,
train_016233,train,Canon 1DMarkIII / FL2,nan,nan,nan,
train_016234,train,Pentax K-5 / A,nan,nan,nan,
train_016235,train,Nikon D5100 / A,nan,nan,nan,
train_016236,train,Canon 5DMarkII / FL2,nan,nan,nan,
train_016237,train,Canon 50D / FL2,nan,nan,nan,
train_016238,train,Phase One / D65,nan,nan,nan,
train_016239,train,Nikon D3X / D65,nan,nan,nan,
train_016240,train,Nikon D50 / A,nan,nan,nan,
train_016241,train,Canon 500D / FL2,nan,nan,nan,
train_016242,train,Canon 500D / D65,nan,nan,nan,
train_016243,train,Nikon D80 / D65,nan,nan,nan,
train_016244,train,Canon 40D / FL2,nan,nan,nan,
train_016245,train,Canon 60D / D65,nan,nan,nan,
train_016246,train,Nikon D80 / FL2,nan,nan,nan,
train_016247,train,Canon 20D / D65,nan,nan,nan,
train_016248,train,Nikon D3X / FL2,nan,nan,nan,
train_016249,train,Hasselblad H2 / A,nan,nan,nan,
train_016250,train,Canon 60D / A,nan,nan,nan,
train_016251,train,Canon 300D / FL2,nan,nan,nan,
train_016252,train,Pentax Q / FL2,nan,nan,nan,
train_016253,train,Nikon D40 / A,nan,nan,nan,
train_016254,train,Canon 20D / A,nan,nan,nan,
train_016255,train,Canon 1DMarkIII / A,nan,nan,nan,
train_016256,train,Nikon D200 / FL2,nan,nan,nan,
train_016257,train,Canon 40D / A,nan,nan,nan,
train_016258,train,Nikon D3 / A,nan,nan,nan,
train_016259,train,Nokia N900 / D65,nan,nan,nan,
train_016260,train,Nikon D90 / FL2,nan,nan,nan,
train_016261,train,Nikon D80 / A,nan,nan,nan,
train_016262,train,SONY NEX-5N / A,nan,nan,nan,
train_016263,train,Nikon D300s / A,nan,nan,nan,
train_016264,train,Hasselblad H2 / FL2,nan,nan,nan,
train_016265,train,Pentax K-5 / FL2,nan,nan,nan,
train_016266,train,Nikon D90 / D65,nan,nan,nan,
train_016267,train,Nikon D300s / FL2,nan,nan,nan,
train_016268,train,Nokia N900 / A,nan,nan,nan,
train_016269,train,Canon 5DMarkII / D65,nan,nan,nan,
train_016270,train,SONY NEX-5N / D65,nan,nan,nan,
train_016271,train,SONY NEX-5N / FL2,nan,nan,nan,
train_016272,train,Canon 60D / FL2,nan,nan,nan,
train_016273,train,Canon 40D / D65,nan,nan,nan,
train_016274,train,Point Grey Grasshopper2 14S5C / A,nan,nan,nan,
train_016275,train,Canon 50D / A,nan,nan,nan,
train_016276,train,Nikon D3 / FL2,nan,nan,nan,
train_016277,train,Nikon D200 / D65,nan,nan,nan,
train_016278,train,Canon 500D / A,nan,nan,nan,
train_016279,train,Phase One / FL2,nan,nan,nan,
train_016280,train,Nikon D90 / A,nan,nan,nan,
train_016281,train,Nikon D3 / D65,nan,nan,nan,
train_016282,train,Canon 50D / D65,nan,nan,nan,
train_016283,train,Canon 300D / D65,nan,nan,nan,
train_016284,train,Pentax K-5 / D65,nan,nan,nan,
train_016285,train,Canon 20D / FL2,nan,nan,nan,
train_016286,train,Nokia N900 / FL2,nan,nan,nan,
train_016287,train,Canon 300D / A,nan,nan,nan,
train_016288,train,Point Grey Grasshopper2 14S5C / D65,nan,nan,nan,
train_016289,train,Pentax Q / D65,nan,nan,nan,
train_016290,train,Nikon D5100 / D65,nan,nan,nan,
train_016291,train,Nikon D40 / FL2,nan,nan,nan,
train_016292,train,Pentax Q / A,nan,nan,nan,
train_016293,train,Nikon D50 / FL2,nan,nan,nan,
train_016294,train,Nikon D3X / A,nan,nan,nan,
train_016295,train,Nikon D5100 / FL2,nan,nan,nan,
train_016296,train,Canon 1DMarkIII / D65,nan,nan,nan,
train_016297,train,Hasselblad H2 / D65,nan,nan,nan,
train_016298,train,Nikon D50 / D65,nan,nan,nan,
train_016299,train,Nikon D40 / D65,nan,nan,nan,
train_016300,train,Canon 5DMarkII / A,nan,nan,nan,
train_016301,train,Point Grey Grasshopper2 14S5C / FL2,nan,nan,nan,
train_016302,train,Nikon D200 / A,nan,nan,nan,
train_016303,train,Phase One / A,nan,nan,nan,
train_016304,train,Nikon D300s / D65,nan,nan,nan,
train_016305,train,Canon 1DMarkIII / FL2,nan,nan,nan,
train_016306,train,Pentax K-5 / A,nan,nan,nan,
train_016307,train,Nikon D5100 / A,nan,nan,nan,
train_016308,train,Canon 5DMarkII / FL2,nan,nan,nan,
train_016309,train,Canon 50D / FL2,nan,nan,nan,
train_016310,train,Phase One / D65,nan,nan,nan,
train_016311,train,Nikon D3X / D65,nan,nan,nan,
train_016312,train,Nikon D50 / A,nan,nan,nan,
train_016313,train,Canon 500D / FL2,nan,nan,nan,
train_016314,train,Canon 500D / D65,nan,nan,nan,
train_016315,train,Nikon D80 / D65,nan,nan,nan,
train_016316,train,Canon 40D / FL2,nan,nan,nan,
train_016317,train,Canon 60D / D65,nan,nan,nan,
train_016318,train,Nikon D80 / FL2,nan,nan,nan,
train_016319,train,Canon 20D / D65,nan,nan,nan,
train_016320,train,Nikon D3X / FL2,nan,nan,nan,
train_016321,train,Hasselblad H2 / A,nan,nan,nan,
train_016322,train,Canon 60D / A,nan,nan,nan,
train_016323,train,Canon 300D / FL2,nan,nan,nan,
train_016324,train,Pentax Q / FL2,nan,nan,nan,
train_016325,train,Nikon D40 / A,nan,nan,nan,
train_016326,train,Canon 20D / A,nan,nan,nan,
train_016327,train,Canon 1DMarkIII / A,nan,nan,nan,
train_016328,train,Nikon D200 / FL2,nan,nan,nan,
train_016329,train,Canon 40D / A,nan,nan,nan,
train_016330,train,Nikon D3 / A,nan,nan,nan,
train_016331,train,Nokia N900 / D65,nan,nan,nan,
train_016332,train,Nikon D90 / FL2,nan,nan,nan,
train_016333,train,Nikon D80 / A,nan,nan,nan,
train_016334,train,SONY NEX-5N / A,nan,nan,nan,
train_016335,train,Nikon D300s / A,nan,nan,nan,
train_016336,train,Hasselblad H2 / FL2,nan,nan,nan,
train_016337,train,Pentax K-5 / FL2,nan,nan,nan,
train_016338,train,Nikon D90 / D65,nan,nan,nan,
train_016339,train,Nikon D300s / FL2,nan,nan,nan,
train_016340,train,Nokia N900 / A,nan,nan,nan,
train_016341,train,Canon 5DMarkII / D65,nan,nan,nan,
train_016342,train,SONY NEX-5N / D65,nan,nan,nan,
train_016343,train,SONY NEX-5N / FL2,nan,nan,nan,
train_016344,train,Canon 60D / FL2,nan,nan,nan,
train_016345,train,Canon 40D / D65,nan,nan,nan,
train_016346,train,Point Grey Grasshopper2 14S5C / A,nan,nan,nan,
train_016347,train,Canon 50D / A,nan,nan,nan,
train_016348,train,Nikon D3 / FL2,nan,nan,nan,
train_016349,train,Nikon D200 / D65,nan,nan,nan,
train_016350,train,Canon 500D / A,nan,nan,nan,
train_016351,train,Phase One / FL2,nan,nan,nan,
train_016352,train,Nikon D90 / A,nan,nan,nan,
train_016353,train,Nikon D3 / D65,nan,nan,nan,
train_016354,train,Canon 50D / D65,nan,nan,nan,
train_016355,train,Canon 300D / D65,nan,nan,nan,
train_016356,train,Pentax K-5 / D65,nan,nan,nan,
train_016357,train,Canon 20D / FL2,nan,nan,nan,
train_016358,train,Nokia N900 / FL2,nan,nan,nan,
train_016359,train,Canon 300D / A,nan,nan,nan,
train_016360,train,Point Grey Grasshopper2 14S5C / D65,nan,nan,nan,
train_016361,train,Pentax Q / D65,nan,nan,nan,
train_016362,train,Nikon D5100 / D65,nan,nan,nan,
train_016363,train,Nikon D40 / FL2,nan,nan,nan,
train_016364,train,Pentax Q / A,nan,nan,nan,
train_016365,train,Nikon D50 / FL2,nan,nan,nan,
train_016366,train,Nikon D3X / A,nan,nan,nan,
train_016367,train,Nikon D5100 / FL2,nan,nan,nan,
train_016368,train,Canon 1DMarkIII / D65,nan,nan,nan,
train_016369,train,Hasselblad H2 / D65,nan,nan,nan,
train_016370,train,Nikon D50 / D65,nan,nan,nan,
train_016371,train,Nikon D40 / D65,nan,nan,nan,
train_016372,train,Canon 5DMarkII / A,nan,nan,nan,
train_016373,train,Point Grey Grasshopper2 14S5C / FL2,nan,nan,nan,
train_016374,train,Nikon D200 / A,nan,nan,nan,
train_016375,train,Phase One / A,nan,nan,nan,
train_016376,train,Nikon D300s / D65,nan,nan,nan,
train_016377,train,Canon 1DMarkIII / FL2,nan,nan,nan,
train_016378,train,Pentax K-5 / A,nan,nan,nan,
train_016379,train,Nikon D5100 / A,nan,nan,nan,
train_016380,train,Canon 5DMarkII / FL2,nan,nan,nan,
train_016381,train,Canon 50D / FL2,nan,nan,nan,
train_016382,train,Phase One / D65,nan,nan,nan,
train_016383,train,Nikon D3X / D65,nan,nan,nan,
train_016384,train,Nikon D50 / A,nan,nan,nan,
train_016385,train,Canon 500D / FL2,nan,nan,nan,
train_016386,train,Canon 500D / D65,nan,nan,nan,
train_016387,train,Nikon D80 / D65,nan,nan,nan,
train_016388,train,Canon 40D / FL2,nan,nan,nan,
train_016389,train,Canon 60D / D65,nan,nan,nan,
train_016390,train,Nikon D80 / FL2,nan,nan,nan,
train_016391,train,Canon 20D / D65,nan,nan,nan,
train_016392,train,Nikon D3X / FL2,nan,nan,nan,
train_016393,train,Hasselblad H2 / A,nan,nan,nan,
train_016394,train,Canon 60D / A,nan,nan,nan,
train_016395,train,Canon 300D / FL2,nan,nan,nan,
train_016396,train,Pentax Q / FL2,nan,nan,nan,
train_016397,train,Nikon D40 / A,nan,nan,nan,
train_016398,train,Canon 20D / A,nan,nan,nan,
train_016399,train,Canon 1DMarkIII / A,nan,nan,nan,
train_016400,train,Nikon D200 / FL2,nan,nan,nan,
train_016401,train,Canon 40D / A,nan,nan,nan,
train_016402,train,Nikon D3 / A,nan,nan,nan,
train_016403,train,Nokia N900 / D65,nan,nan,nan,
train_016404,train,Nikon D90 / FL2,nan,nan,nan,
train_016405,train,Nikon D80 / A,nan,nan,nan,
train_016406,train,SONY NEX-5N / A,nan,nan,nan,
train_016407,train,Nikon D300s / A,nan,nan,nan,
train_016408,train,Hasselblad H2 / FL2,nan,nan,nan,
train_016409,train,Pentax K-5 / FL2,nan,nan,nan,
train_016410,train,Nikon D90 / D65,nan,nan,nan,
train_016411,train,Nikon D300s / FL2,nan,nan,nan,
train_016412,train,Nokia N900 / A,nan,nan,nan,
train_016413,train,Canon 5DMarkII / D65,nan,nan,nan,
train_016414,train,SONY NEX-5N / D65,nan,nan,nan,
train_016415,train,SONY NEX-5N / FL2,nan,nan,nan,
train_016416,train,Canon 60D / FL2,nan,nan,nan,
train_016417,train,Canon 40D / D65,nan,nan,nan,
train_016418,train,Point Grey Grasshopper2 14S5C / A,nan,nan,nan,
train_016419,train,Canon 50D / A,nan,nan,nan,
train_016420,train,Nikon D3 / FL2,nan,nan,nan,
train_016421,train,Nikon D200 / D65,nan,nan,nan,
train_016422,train,Canon 500D / A,nan,nan,nan,
train_016423,train,Phase One / FL2,nan,nan,nan,
train_016424,train,Nikon D90 / A,nan,nan,nan,
train_016425,train,Nikon D3 / D65,nan,nan,nan,
train_016426,train,Canon 50D / D65,nan,nan,nan,
train_016427,train,Canon 300D / D65,nan,nan,nan,
train_016428,train,Pentax K-5 / D65,nan,nan,nan,
train_016429,train,Canon 20D / FL2,nan,nan,nan,
train_016430,train,Nokia N900 / FL2,nan,nan,nan,
train_016431,train,Canon 300D / A,nan,nan,nan,
train_016432,train,Point Grey Grasshopper2 14S5C / D65,nan,nan,nan,
train_016433,train,Pentax Q / D65,nan,nan,nan,
train_016434,train,Nikon D5100 / D65,nan,nan,nan,
train_016435,train,Nikon D40 / FL2,nan,nan,nan,
