subject_id,capture_id,roi,profiled_parameter,fixed_u,fixed_value,logrmse,success,grid_kind,conditional_theta
p033,p033_neutral_front,left_cheek,s,0.2625,0.2625,0.14300093936710176,True,refinement_delta_0p005,"[0.03325975824367902,0.07197574465163793,0.2625]"
p033,p033_neutral_front,left_cheek,s,0.265,0.265,0.1429320367459906,True,refinement_delta_0p005,"[0.03322986787351484,0.0721491429797002,0.265]"
p033,p033_neutral_front,left_cheek,s,0.27,0.27,0.14279510003657947,True,refinement_delta_0p005,"[0.03317020894718061,0.07249710498761475,0.27]"
p033,p033_neutral_front,left_cheek,s,0.28,0.28,0.14252479518392044,True,base_or_optimum,"[0.03305127381068925,0.07319816957056406,0.28]"
p033,p033_neutral_front,left_cheek,s,0.3,0.3,0.1419992416312015,True,base_or_optimum,"[0.03281526327346644,0.07462001259940833,0.3]"
p033,p033_neutral_front,left_cheek,s,0.32,0.32,0.14149532948420246,True,base_or_optimum,"[0.032581892082519444,0.07606840836340639,0.32]"
p033,p033_neutral_front,left_cheek,s,0.34,0.34,0.14101506376942627,True,base_or_optimum,"[0.032351343638490015,0.07754373586192614,0.34]"
p033,p033_neutral_front,left_cheek,s,0.36,0.36,0.14056060316090452,True,base_or_optimum,"[0.03212395905863144,0.07904571344185174,0.36]"
p033,p033_neutral_front,left_cheek,s,0.38,0.38,0.1401342726222536,True,base_or_optimum,"[0.0319000574527015,0.08057414114990821,0.38]"
p033,p033_neutral_front,left_cheek,s,0.4,0.4,0.13973857707353685,True,base_or_optimum,"[0.031679931708145606,0.0821289315136721,0.4]"
p033,p033_neutral_front,left_cheek,s,0.42,0.42,0.1393762161419776,True,base_or_optimum,"[0.03146406527344348,0.08370911756887228,0.42]"
p033,p033_neutral_front,left_cheek,s,0.44,0.44,0.1390501000480402,True,base_or_optimum,"[0.031252912436899316,0.0853138108005106,0.44]"
p033,p033_neutral_front,left_cheek,s,0.46,0.46,0.13876336666435796,True,base_or_optimum,"[0.03104704865467838,0.08694149115638634,0.46]"
p033,p033_neutral_front,left_cheek,s,0.48,0.48,0.13851939976238056,True,base_or_optimum,"[0.030847061178581717,0.08859048863988823,0.48]"
p033,p033_neutral_front,left_cheek,s,0.5,0.5,0.13832184842549874,True,base_or_optimum,"[0.030653710659889647,0.09025816839865886,0.5]"
p033,p033_neutral_front,left_cheek,s,0.52,0.52,0.13817464755206332,True,base_or_optimum,"[0.030467848349208702,0.09194126741018804,0.52]"
p033,p033_neutral_front,left_cheek,s,0.54,0.54,0.13808203928789406,True,base_or_optimum,"[0.030290460880028763,0.09363561558699152,0.54]"
p033,p033_neutral_front,left_cheek,s,0.56,0.56,0.13804859510137474,True,base_or_optimum,"[0.030122851878846335,0.09533509049469824,0.56]"
p033,p033_neutral_front,left_cheek,s,0.5607016890747216,0.5607016890747216,0.1380485555680941,True,base_or_optimum,"[0.030117149008525742,0.09539481535004772,0.5607016890747216]"
p033,p033_neutral_front,left_cheek,s,0.58,0.58,0.13807923802850222,True,base_or_optimum,"[0.029966310084837963,0.0970332592198146,0.58]"
p033,p033_neutral_front,left_cheek,s,0.6,0.6,0.13817926433546499,True,base_or_optimum,"[0.029822509489089006,0.09872115444064355,0.6]"
p033,p033_neutral_front,left_cheek,s,0.62,0.62,0.13835473474083965,True,base_or_optimum,"[0.02975957841921577,0.09999999999999999,0.62]"
p033,p033_neutral_front,left_cheek,s,0.64,0.64,0.13862026363345722,True,base_or_optimum,"[0.029922218564558244,0.09999999999999999,0.64]"
p033,p033_neutral_front,left_cheek,s,0.66,0.66,0.13898378097104586,True,base_or_optimum,"[0.030089942181956646,0.09999999999999999,0.66]"
p033,p033_neutral_front,left_cheek,s,0.68,0.68,0.13944912511828153,True,base_or_optimum,"[0.030262959991885472,0.09999999999999999,0.68]"
p033,p033_neutral_front,left_cheek,s,0.7000000000000001,0.7000000000000001,0.14002027793640454,True,base_or_optimum,"[0.030441501176850055,0.09999999999999999,0.7000000000000001]"
p033,p033_neutral_front,left_cheek,s,0.72,0.72,0.1407013827199011,True,base_or_optimum,"[0.030625815671058595,0.09999999999999999,0.72]"
p033,p033_neutral_front,left_cheek,s,0.74,0.74,0.14149676695014116,True,base_or_optimum,"[0.03081617740476051,0.09999999999999999,0.74]"
p033,p033_neutral_front,left_cheek,s,0.76,0.76,0.1424109708944242,True,base_or_optimum,"[0.031012886292735166,0.09999999999999999,0.76]"
p033,p033_neutral_front,left_cheek,s,0.77,0.77,0.1429141158917856,True,refinement_delta_0p005,"[0.03111372314256674,0.09999999999999999,0.77]"
p033,p033_neutral_front,left_cheek,s,0.7725,0.7725,0.14304480268720857,True,refinement_delta_0p005,"[0.03113919832116806,0.09999999999999999,0.7725]"
p033,p033_neutral_front,left_cheek,s,0.7737499999999999,0.7737499999999999,0.14311088796173382,True,refinement_delta_0p005,"[0.031151976217038566,0.09999999999999999,0.7737499999999999]"
p033,p033_neutral_front,left_cheek,s,0.775,0.775,0.14317746948743681,True,refinement_delta_0p005,"[0.031164781239471015,0.09999999999999999,0.775]"
p033,p033_neutral_front,left_cheek,s,0.78,0.78,0.14344878330219551,True,base_or_optimum,"[0.031216273366220113,0.09999999999999999,0.78]"
p033,p033_neutral_front,left_cheek,s,0.8,0.8,0.14461528574177188,True,base_or_optimum,"[0.031426703740900674,0.09999999999999999,0.8]"
p033,p033_neutral_front,left_cheek,s,0.8200000000000001,0.8200000000000001,0.1459159075076112,True,base_or_optimum,"[0.031644582203511976,0.09999999999999999,0.8200000000000001]"
p033,p033_neutral_front,left_cheek,s,0.84,0.84,0.14735649354841404,True,base_or_optimum,"[0.031870359423009004,0.09999999999999999,0.84]"
p033,p033_neutral_front,left_cheek,s,0.86,0.86,0.14894338857595918,True,base_or_optimum,"[0.03210453899169175,0.09999999999999999,0.86]"
p033,p033_neutral_front,left_cheek,s,0.88,0.88,0.15068354149570737,True,base_or_optimum,"[0.032347687239239885,0.09999999999999999,0.88]"
p033,p033_neutral_front,left_cheek,s,0.9,0.9,0.15258463567598998,True,base_or_optimum,"[0.03260044342441783,0.09999999999999999,0.9]"
p033,p033_neutral_front,left_cheek,s,0.92,0.92,0.15465130829714302,True,base_or_optimum,"[0.03312462632555766,0.09833089047740494,0.92]"
p033,p033_neutral_front,left_cheek,s,0.9400000000000001,0.9400000000000001,0.1568471513418825,True,base_or_optimum,"[0.03413345463746801,0.09369608442291995,0.9400000000000001]"
p033,p033_neutral_front,left_cheek,s,0.96,0.96,0.15914238891695753,True,base_or_optimum,"[0.035265019447468425,0.08848664112816568,0.96]"
p033,p033_neutral_front,left_cheek,s,0.98,0.98,0.16151045057612445,True,base_or_optimum,"[0.03649516679750585,0.08291033411306187,0.98]"
p033,p033_neutral_front,left_cheek,s,1.0,1.0,0.16392338200735826,True,base_or_optimum,"[0.03779373268368944,0.07719020486917838,1.0]"
p033,p033_neutral_front,right_cheek,f_mel,0.0,0.0,0.3930850744821734,True,base_or_optimum,"[0.0,0.09999999999999999,1.3161628716865446e-14]"
p033,p033_neutral_front,right_cheek,f_mel,0.02,0.0086,0.3144288009913762,True,base_or_optimum,"[0.0086,0.09999999999999998,4.945397022280335e-13]"
p033,p033_neutral_front,right_cheek,f_mel,0.04,0.0172,0.24573530033104507,True,base_or_optimum,"[0.0172,0.09999999999999999,9.91747626214312e-13]"
p033,p033_neutral_front,right_cheek,f_mel,0.06,0.0258,0.19313985395803002,True,base_or_optimum,"[0.0258,0.09999999999999999,3.2498260253562854e-11]"
p033,p033_neutral_front,right_cheek,f_mel,0.07,0.030100000000000002,0.17613166323464177,True,refinement_delta_0p005,"[0.030100000000000002,0.09999999999999999,0.014341954900296222]"
p033,p033_neutral_front,right_cheek,f_mel,0.07250000000000001,0.031175000000000005,0.17308032576495128,True,refinement_delta_0p005,"[0.031175000000000005,0.09999999999999999,0.02818800529444611]"
p033,p033_neutral_front,right_cheek,f_mel,0.07375000000000001,0.031712500000000005,0.17174447327134623,True,refinement_delta_0p005,"[0.031712500000000005,0.09999999999999999,0.03538131357462486]"
p033,p033_neutral_front,right_cheek,f_mel,0.07500000000000001,0.03225,0.17053745874631304,True,refinement_delta_0p005,"[0.03225,0.09999999999999999,0.04275422805815355]"
p033,p033_neutral_front,right_cheek,f_mel,0.08,0.0344,0.16702208645927014,True,base_or_optimum,"[0.0344,0.09999999999999999,0.07409993797740393]"
p033,p033_neutral_front,right_cheek,f_mel,0.08580025033147241,0.03689410764253314,0.16560363402418937,True,base_or_optimum,"[0.03689410764253314,0.09999999999999999,0.11420532773118212]"
p033,p033_neutral_front,right_cheek,f_mel,0.0929001251657362,0.039947053821266565,0.1676492583314364,True,refinement_delta_0p005,"[0.039947053821266565,0.09999999999999999,0.1687080089068984]"
p033,p033_neutral_front,right_cheek,f_mel,0.0964500625828681,0.04147352691063328,0.1697739149930522,True,refinement_delta_0p005,"[0.04147352691063328,0.09304471199257704,0.1438513609532341]"
p033,p033_neutral_front,right_cheek,f_mel,0.09822503129143406,0.04223676345531665,0.17090065352133205,True,refinement_delta_0p005,"[0.04223676345531665,0.08961605650306041,0.1301980329453126]"
p033,p033_neutral_front,right_cheek,f_mel,0.1,0.043000000000000003,0.17206901276267728,True,base_or_optimum,"[0.043000000000000003,0.08629538600974283,0.11630508379160893]"
p033,p033_neutral_front,right_cheek,f_mel,0.12,0.0516,0.18792195178333865,True,base_or_optimum,"[0.0516,0.05646810447484562,5.802088044885219e-23]"
p033,p033_neutral_front,right_cheek,f_mel,0.14,0.060200000000000004,0.20862277495994652,True,base_or_optimum,"[0.060200000000000004,0.03659337995938655,1.1309019394949168e-20]"
p033,p033_neutral_front,right_cheek,f_mel,0.16,0.0688,0.2327552275476888,True,base_or_optimum,"[0.0688,0.021699935512115607,9.560469395120012e-23]"
p033,p033_neutral_front,right_cheek,f_mel,0.18,0.0774,0.2590431485694637,True,base_or_optimum,"[0.0774,0.010877392821495007,4.82883011859901e-23]"
p033,p033_neutral_front,right_cheek,f_mel,0.2,0.08600000000000001,0.28658904684915737,True,base_or_optimum,"[0.08600000000000001,0.003378256070301357,5.5882506518318305e-28]"
p033,p033_neutral_front,right_cheek,f_mel,0.22,0.0946,0.3143418360032575,True,base_or_optimum,"[0.0946,2.5610314957016526e-17,5.963198090874755e-08]"
p033,p033_neutral_front,right_cheek,f_mel,0.24,0.1032,0.3517344934650526,True,base_or_optimum,"[0.1032,4.493047452433011e-16,0.9999999999999999]"
p033,p033_neutral_front,right_cheek,f_mel,0.26,0.1118,0.3967867215437136,True,base_or_optimum,"[0.1118,4.3478437549423275e-18,0.9999999999999999]"
p033,p033_neutral_front,right_cheek,f_mel,0.28,0.12040000000000001,0.44605399543883784,True,base_or_optimum,"[0.12040000000000001,1.2475345420538405e-20,2.2328020432560436e-08]"
p033,p033_neutral_front,right_cheek,f_mel,0.3,0.129,0.4973951785019114,True,base_or_optimum,"[0.129,8.106106810692369e-16,0.9999999999999999]"
p033,p033_neutral_front,right_cheek,f_mel,0.32,0.1376,0.549520425449504,True,base_or_optimum,"[0.1376,8.03613380769458e-18,0.9999999999947328]"
p033,p033_neutral_front,right_cheek,f_mel,0.34,0.1462,0.6016552537383183,True,base_or_optimum,"[0.1462,2.060397718028735e-17,0.9999999999999999]"
p033,p033_neutral_front,right_cheek,f_mel,0.36,0.1548,0.653332828506535,True,base_or_optimum,"[0.1548,1.07909172658406e-17,0.9999999999999999]"
p033,p033_neutral_front,right_cheek,f_mel,0.38,0.1634,0.7042717933045903,True,base_or_optimum,"[0.1634,1.405401532859643e-18,7.380528943556897e-08]"
p033,p033_neutral_front,right_cheek,f_mel,0.4,0.17200000000000001,0.7543046282628327,True,base_or_optimum,"[0.17200000000000001,1.2521621553939074e-17,0.9999999999999999]"
p033,p033_neutral_front,right_cheek,f_mel,0.42,0.18059999999999998,0.8033350030266814,True,base_or_optimum,"[0.18059999999999998,3.000721128742532e-19,0.9999999999999999]"
p033,p033_neutral_front,right_cheek,f_mel,0.44,0.1892,0.8513118455209838,True,base_or_optimum,"[0.1892,3.598011291864515e-18,0.9999999999999999]"
p033,p033_neutral_front,right_cheek,f_mel,0.46,0.1978,0.8982132192224211,True,base_or_optimum,"[0.1978,1.8369565112836366e-16,0.9999999999999999]"
p033,p033_neutral_front,right_cheek,f_mel,0.48,0.2064,0.9440360851913511,True,base_or_optimum,"[0.2064,2.6218106591605177e-18,0.9999999999971178]"
p033,p033_neutral_front,right_cheek,f_mel,0.5,0.215,0.9887896770194458,True,base_or_optimum,"[0.215,8.54285977057895e-19,0.9999999999999999]"
p033,p033_neutral_front,right_cheek,f_mel,0.52,0.2236,1.0324911435536923,True,base_or_optimum,"[0.2236,2.5568366642920493e-17,0.9999999999999999]"
p033,p033_neutral_front,right_cheek,f_mel,0.54,0.23220000000000002,1.0751626445227263,True,base_or_optimum,"[0.23220000000000002,3.949788831147749e-18,0.9999999999999999]"
p033,p033_neutral_front,right_cheek,f_mel,0.56,0.24080000000000001,1.1168293943966683,True,base_or_optimum,"[0.24080000000000001,8.558353070247221e-19,0.9999999999999999]"
p033,p033_neutral_front,right_cheek,f_mel,0.58,0.24939999999999998,1.1575183353875966,True,base_or_optimum,"[0.24939999999999998,1.7780891971396756e-17,0.9999999999996915]"
p033,p033_neutral_front,right_cheek,f_mel,0.6,0.258,1.1972572339441316,True,base_or_optimum,"[0.258,3.605320094320911e-18,1.1748674755285293e-07]"
p033,p033_neutral_front,right_cheek,f_mel,0.62,0.2666,1.2360740658771554,True,base_or_optimum,"[0.2666,5.834381552251403e-18,0.9999999999909341]"
p033,p033_neutral_front,right_cheek,f_mel,0.64,0.2752,1.2739966002670973,True,base_or_optimum,"[0.2752,3.398309816320748e-17,0.9999999999999999]"
p033,p033_neutral_front,right_cheek,f_mel,0.66,0.2838,1.311052121436565,True,base_or_optimum,"[0.2838,5.849029680128799e-19,0.9999999999999999]"
p033,p033_neutral_front,right_cheek,f_mel,0.68,0.2924,1.3472672474351637,True,base_or_optimum,"[0.2924,7.483285660061294e-19,0.999999999031001]"
p033,p033_neutral_front,right_cheek,f_mel,0.7000000000000001,0.30100000000000005,1.3826678162763681,True,base_or_optimum,"[0.30100000000000005,1.2104230683620124e-18,0.9999999999999999]"
p033,p033_neutral_front,right_cheek,f_mel,0.72,0.3096,1.4172788198232467,True,base_or_optimum,"[0.3096,2.9660088665680194e-18,0.9999999999999999]"
p033,p033_neutral_front,right_cheek,f_mel,0.74,0.3182,1.4511243711506492,True,base_or_optimum,"[0.3182,8.2464977075086045e-19,0.99999999999945]"
p033,p033_neutral_front,right_cheek,f_mel,0.76,0.3268,1.48422769532043,True,base_or_optimum,"[0.3268,2.6527989128582855e-18,2.931320641774704e-08]"
p033,p033_neutral_front,right_cheek,f_mel,0.78,0.33540000000000003,1.5166111363821362,True,base_or_optimum,"[0.33540000000000003,3.75224687189327e-18,0.999999999986579]"
p033,p033_neutral_front,right_cheek,f_mel,0.8,0.34400000000000003,1.5482961754428433,True,base_or_optimum,"[0.34400000000000003,3.3938846233823545e-18,0.9999999999870182]"
p033,p033_neutral_front,right_cheek,f_mel,0.8200000000000001,0.3526,1.5793034560963526,True,base_or_optimum,"[0.3526,1.5268473235093966e-16,0.9999999999999999]"
p033,p033_neutral_front,right_cheek,f_mel,0.84,0.36119999999999997,1.6096528145395432,True,base_or_optimum,"[0.36119999999999997,7.983136635361522e-20,0.9999999999999999]"
p033,p033_neutral_front,right_cheek,f_mel,0.86,0.36979999999999996,1.639363312452642,True,base_or_optimum,"[0.36979999999999996,8.837137255787601e-18,0.9999999999999999]"
p033,p033_neutral_front,right_cheek,f_mel,0.88,0.3784,1.6684532712637128,True,base_or_optimum,"[0.3784,2.0657067617234475e-17,0.9999999999999999]"
p033,p033_neutral_front,right_cheek,f_mel,0.9,0.387,1.6969403068138889,True,base_or_optimum,"[0.387,3.451613930563706e-18,2.4466917269982957e-08]"
p033,p033_neutral_front,right_cheek,f_mel,0.92,0.3956,1.724841363729638,True,base_or_optimum,"[0.3956,2.1246693207518602e-18,0.9999999997919908]"
p033,p033_neutral_front,right_cheek,f_mel,0.9400000000000001,0.4042,1.752172749020783,True,base_or_optimum,"[0.4042,3.05928249690205e-17,0.9999999999999999]"
p033,p033_neutral_front,right_cheek,f_mel,0.96,0.4128,1.778950164578893,True,base_or_optimum,"[0.4128,4.100774521947359e-18,0.9999999999999999]"
p033,p033_neutral_front,right_cheek,f_mel,0.98,0.4214,1.8051887383649956,True,base_or_optimum,"[0.4214,2.3309160117849638e-17,0.999999999991498]"
p033,p033_neutral_front,right_cheek,f_mel,1.0,0.43,1.8309030541592715,True,base_or_optimum,"[0.43,1.0481538895446273e-18,0.9999999999999999]"
p033,p033_neutral_front,right_cheek,f_blood,0.0,0.0,0.2828525366432218,True,base_or_optimum,"[0.07911095336563062,0.0,0.08007781486958265]"
p033,p033_neutral_front,right_cheek,f_blood,0.02,0.002,0.2718046581332254,True,base_or_optimum,"[0.07563559982050488,0.002,1.1550836204285124e-21]"
p033,p033_neutral_front,right_cheek,f_blood,0.04,0.004,0.2629757709437775,True,base_or_optimum,"[0.07306474023959304,0.004,2.199615083918221e-20]"
p033,p033_neutral_front,right_cheek,f_blood,0.06,0.006,0.25558568512407664,True,base_or_optimum,"[0.07092267846054572,0.006,2.469221014202438e-15]"
p033,p033_neutral_front,right_cheek,f_blood,0.08,0.008,0.24917605596911702,True,base_or_optimum,"[0.06905371700085919,0.008,2.292528571241774e-22]"
p033,p033_neutral_front,right_cheek,f_blood,0.1,0.010000000000000002,0.24349017235619808,True,base_or_optimum,"[0.06738033194009091,0.010000000000000002,1.7805764299355202e-19]"
p033,p033_neutral_front,right_cheek,f_blood,0.12,0.012,0.23836872901436795,True,base_or_optimum,"[0.0658566746065971,0.012,5.092704005514371e-22]"
p033,p033_neutral_front,right_cheek,f_blood,0.14,0.014000000000000002,0.23370491111205044,True,base_or_optimum,"[0.06445273577130496,0.014000000000000002,5.331688425251526e-22]"
p033,p033_neutral_front,right_cheek,f_blood,0.16,0.016,0.22942288641551653,True,base_or_optimum,"[0.06314752707483066,0.016,1.1239531887915178e-20]"
p033,p033_neutral_front,right_cheek,f_blood,0.18,0.018,0.22546642962614746,True,base_or_optimum,"[0.0619256454833144,0.018,3.0449089810749604e-22]"
p033,p033_neutral_front,right_cheek,f_blood,0.2,0.020000000000000004,0.22179241306728883,True,base_or_optimum,"[0.0607753515347765,0.020000000000000004,1.2601100851152564e-21]"
p033,p033_neutral_front,right_cheek,f_blood,0.22,0.022000000000000002,0.21836684268458614,True,base_or_optimum,"[0.059687454831263795,0.022000000000000002,1.5619981781797808e-23]"
p033,p033_neutral_front,right_cheek,f_blood,0.24,0.024,0.215162319941608,True,base_or_optimum,"[0.05865458658712166,0.024,6.0985446323759345e-22]"
p033,p033_neutral_front,right_cheek,f_blood,0.26,0.026000000000000002,0.21215634843203704,True,base_or_optimum,"[0.0576707225856368,0.026000000000000002,3.512434892654458e-18]"
p033,p033_neutral_front,right_cheek,f_blood,0.28,0.028000000000000004,0.20933016460650564,True,base_or_optimum,"[0.05673086817121305,0.028000000000000004,2.1297194943479973e-18]"
p033,p033_neutral_front,right_cheek,f_blood,0.3,0.03,0.20666790658393402,True,base_or_optimum,"[0.055830815419316865,0.03,1.313111032371467e-18]"
p033,p033_neutral_front,right_cheek,f_blood,0.32,0.032,0.20415600838926634,True,base_or_optimum,"[0.05496698405095905,0.032,8.000789792466461e-19]"
p033,p033_neutral_front,right_cheek,f_blood,0.34,0.034,0.20178274885101538,True,base_or_optimum,"[0.05413629579559241,0.034,1.1290847444416542e-21]"
p033,p033_neutral_front,right_cheek,f_blood,0.36,0.036,0.1995379092765738,True,base_or_optimum,"[0.053336078384312306,0.036,1.269540621192467e-23]"
p033,p033_neutral_front,right_cheek,f_blood,0.38,0.038000000000000006,0.1974125093228746,True,base_or_optimum,"[0.052563996708832834,0.038000000000000006,5.182459860246357e-22]"
p033,p033_neutral_front,right_cheek,f_blood,0.4,0.04000000000000001,0.19539860017470823,True,base_or_optimum,"[0.05181799360733931,0.04000000000000001,1.1913923083638163e-24]"
p033,p033_neutral_front,right_cheek,f_blood,0.42,0.042,0.19348910045216977,True,base_or_optimum,"[0.0510962464575739,0.042,5.998499842377817e-26]"
p033,p033_neutral_front,right_cheek,f_blood,0.44,0.044000000000000004,0.19167766447328166,True,base_or_optimum,"[0.05039713088131974,0.044000000000000004,1.450492414088439e-25]"
p033,p033_neutral_front,right_cheek,f_blood,0.46,0.046000000000000006,0.18995857536010383,True,base_or_optimum,"[0.04971919128893851,0.046000000000000006,4.0806835254752566e-27]"
p033,p033_neutral_front,right_cheek,f_blood,0.48,0.048,0.1883266574628695,True,base_or_optimum,"[0.04906111807990007,0.048,3.366014988390281e-26]"
p033,p033_neutral_front,right_cheek,f_blood,0.5,0.05,0.18677720397914305,True,base_or_optimum,"[0.04842172724605029,0.05,7.06470348721298e-21]"
p033,p033_neutral_front,right_cheek,f_blood,0.52,0.052000000000000005,0.18530591665105625,True,base_or_optimum,"[0.0477999442314338,0.052000000000000005,5.174914184412434e-21]"
p033,p033_neutral_front,right_cheek,f_blood,0.54,0.054000000000000006,0.18390885515587432,True,base_or_optimum,"[0.04719479042769948,0.054000000000000006,6.463638615891917e-25]"
p033,p033_neutral_front,right_cheek,f_blood,0.56,0.05600000000000001,0.1825823943451604,True,base_or_optimum,"[0.04660537176422,0.05600000000000001,7.573857610505153e-21]"
p033,p033_neutral_front,right_cheek,f_blood,0.58,0.057999999999999996,0.1813231878909563,True,base_or_optimum,"[0.046030868144839344,0.057999999999999996,8.77318097431398e-21]"
p033,p033_neutral_front,right_cheek,f_blood,0.6,0.06,0.1801281372018146,True,base_or_optimum,"[0.04547052580682816,0.06,1.0733874934055095e-25]"
p033,p033_neutral_front,right_cheek,f_blood,0.62,0.062,0.17899436470377555,True,base_or_optimum,"[0.04492365018970107,0.062,2.9688693629951477e-22]"
p033,p033_neutral_front,right_cheek,f_blood,0.64,0.064,0.17791919076033252,True,base_or_optimum,"[0.04438959893597287,0.064,3.715850407953054e-26]"
p033,p033_neutral_front,right_cheek,f_blood,0.66,0.066,0.17690011364455743,True,base_or_optimum,"[0.04386777714153192,0.066,1.0219697828152888e-18]"
p033,p033_neutral_front,right_cheek,f_blood,0.68,0.068,0.17593479208564708,True,base_or_optimum,"[0.04335763235785966,0.068,4.536568671970511e-24]"
p033,p033_neutral_front,right_cheek,f_blood,0.7000000000000001,0.07,0.17502102999836758,True,base_or_optimum,"[0.0428586508385957,0.07,3.867482953991681e-20]"
p033,p033_neutral_front,right_cheek,f_blood,0.72,0.072,0.17415676307252387,True,base_or_optimum,"[0.04237035331062432,0.072,7.562501400838697e-22]"
p033,p033_neutral_front,right_cheek,f_blood,0.74,0.074,0.1733400469546294,True,base_or_optimum,"[0.04189229237847167,0.074,6.479065850580347e-17]"
p033,p033_neutral_front,right_cheek,f_blood,0.76,0.07600000000000001,0.1725690467983807,True,base_or_optimum,"[0.04142404969293062,0.07600000000000001,3.2793881028708914e-17]"
p033,p033_neutral_front,right_cheek,f_blood,0.78,0.07800000000000001,0.17184190724611198,True,base_or_optimum,"[0.040970824451191455,0.07800000000000001,0.0016657210218814827]"
p033,p033_neutral_front,right_cheek,f_blood,0.8,0.08000000000000002,0.17114921656006318,True,base_or_optimum,"[0.04056148735140996,0.08000000000000002,0.013496191770181902]"
p033,p033_neutral_front,right_cheek,f_blood,0.81,0.08100000000000002,0.1708136073453097,True,refinement_delta_0p005,"[0.04036007019115014,0.08100000000000002,0.019268160746276238]"
p033,p033_neutral_front,right_cheek,f_blood,0.8150000000000001,0.08150000000000002,0.17064841782825396,True,refinement_delta_0p005,"[0.04026015377650027,0.08150000000000002,0.022118967423088918]"
p033,p033_neutral_front,right_cheek,f_blood,0.8162500000000001,0.08162500000000002,0.17060738960945226,True,refinement_delta_0p005,"[0.040235259895810685,0.08162500000000002,0.022828999335504568]"
p033,p033_neutral_front,right_cheek,f_blood,0.8175000000000001,0.08175000000000002,0.1705664684635226,True,refinement_delta_0p005,"[0.04021039617198491,0.08175000000000002,0.023536976738660165]"
p033,p033_neutral_front,right_cheek,f_blood,0.8200000000000001,0.08200000000000002,0.17048494621638394,True,base_or_optimum,"[0.04016076599436739,0.08200000000000002,0.02494867063840957]"
p033,p033_neutral_front,right_cheek,f_blood,0.84,0.084,0.16984786757758374,True,base_or_optimum,"[0.039768336971193446,0.084,0.03604591061001995]"
p033,p033_neutral_front,right_cheek,f_blood,0.86,0.08600000000000001,0.16923682217214925,True,base_or_optimum,"[0.0393839022760406,0.08600000000000001,0.04681037413422262]"
p033,p033_neutral_front,right_cheek,f_blood,0.88,0.08800000000000001,0.1686507164184695,True,base_or_optimum,"[0.039007164534515186,0.08800000000000001,0.05725879060936454]"
p033,p033_neutral_front,right_cheek,f_blood,0.9,0.09000000000000001,0.16808851684913317,True,base_or_optimum,"[0.038637852523263946,0.09000000000000001,0.06740888763912416]"
p033,p033_neutral_front,right_cheek,f_blood,0.92,0.09200000000000001,0.1675492457781491,True,base_or_optimum,"[0.03827570522575713,0.09200000000000001,0.07727598013202527]"
p033,p033_neutral_front,right_cheek,f_blood,0.9400000000000001,0.09400000000000001,0.16703197736168,True,base_or_optimum,"[0.037920488644290304,0.09400000000000001,0.08687729478884455]"
p033,p033_neutral_front,right_cheek,f_blood,0.96,0.096,0.16653583400916624,True,base_or_optimum,"[0.0375719577315776,0.096,0.09622341074834519]"
p033,p033_neutral_front,right_cheek,f_blood,0.98,0.098,0.1660599831073568,True,base_or_optimum,"[0.0372299010419259,0.098,0.1053289722086232]"
p033,p033_neutral_front,right_cheek,f_blood,1.0,0.1,0.16560363402418948,True,base_or_optimum,"[0.03689410781199634,0.1,0.1142053422819304]"
p033,p033_neutral_front,right_cheek,s,0.0,0.0,0.1663308930406865,True,base_or_optimum,"[0.03644874753671729,0.09999999999999999,0.0]"
p033,p033_neutral_front,right_cheek,s,0.02,0.02,0.1661010119403605,True,base_or_optimum,"[0.036520139265476564,0.09999999999999999,0.02]"
p033,p033_neutral_front,right_cheek,s,0.04,0.04,0.16591383579845592,True,base_or_optimum,"[0.03659430950356567,0.09999999999999999,0.04]"
p033,p033_neutral_front,right_cheek,s,0.06,0.06,0.16577001942211622,True,base_or_optimum,"[0.036671276121140794,0.09999999999999999,0.06]"
p033,p033_neutral_front,right_cheek,s,0.08,0.08,0.16567023704427597,True,base_or_optimum,"[0.03675105950149315,0.09999999999999999,0.08]"
p033,p033_neutral_front,right_cheek,s,0.1,0.1,0.1656151818863921,True,base_or_optimum,"[0.03683368332557111,0.09999999999999999,0.1]"
p033,p033_neutral_front,right_cheek,s,0.1142052405375703,0.1142052405375703,0.1656036340241899,True,base_or_optimum,"[0.03689410748952846,0.09999999999999999,0.1142052405375703]"
p033,p033_neutral_front,right_cheek,s,0.12,0.12,0.16560556583901193,True,base_or_optimum,"[0.03691917403711225,0.09999999999999999,0.12]"
p033,p033_neutral_front,right_cheek,s,0.14,0.14,0.16564211926945693,True,base_or_optimum,"[0.037007561139089824,0.09999999999999999,0.14]"
p033,p033_neutral_front,right_cheek,s,0.16,0.16,0.16572559096730144,True,base_or_optimum,"[0.037098876326479645,0.09999999999999999,0.16]"
p033,p033_neutral_front,right_cheek,s,0.18,0.18,0.1658567482397621,True,base_or_optimum,"[0.03719315558000823,0.09999999999999999,0.18]"
p033,p033_neutral_front,right_cheek,s,0.2,0.2,0.16603637717058117,True,base_or_optimum,"[0.037290437162848765,0.09999999999999999,0.2]"
p033,p033_neutral_front,right_cheek,s,0.22,0.22,0.1662652830575276,True,base_or_optimum,"[0.03739076318695705,0.09999999999999999,0.22]"
