subject_id,capture_id,roi,parameter,theta_hat,profile_optimum_logrmse,intervals_delta_0p005,total_span_delta_0p005,envelope_span_delta_0p005,intervals_delta_0p0025,intervals_delta_0p010,boundary_limited,jacobian_singular_values,jacobian_column_correlation,single_spectrum_gate,f_blood,low_blood_signal,profile_gate,base_parameter_reliable
p023,p023_neutral_front,right_cheek,f_blood,0.09999999999999999,0.21758577305281496,"[[0.09225000000000001,0.1]]",0.007749999999999993,0.007749999999999993,"[[0.098,0.1]]","[[0.08600000000000001,0.1]]",True,"[18.896617761232214,0.7694884456898593,0.3379539348897434]","[[1.0,-0.6012404576954241,0.7958381431184121],[-0.6012404576954241,0.9999999999999998,-0.4929518757700438],[0.7958381431184121,-0.4929518757700438,0.9999999999999999]]",False,0.09999999999999999,False,True,False
p023,p023_neutral_front,right_cheek,s,1.3458260219281582e-21,0.21758577305281496,"[[0.0,0.12125]]",0.12125,0.12125,"[[0.0,0.06]]","[[0.0,0.22]]",True,"[18.896617761232214,0.7694884456898593,0.3379539348897434]","[[1.0,-0.6012404576954241,0.7958381431184121],[-0.6012404576954241,0.9999999999999998,-0.4929518757700438],[0.7958381431184121,-0.4929518757700438,0.9999999999999999]]",False,0.09999999999999999,False,True,False
p024,p024_neutral_front,left_cheek,f_mel,0.053292984964604974,0.1533297362482962,"[[0.048374999999999994,0.058473246241151244]]",0.01009824624115125,0.01009824624115125,"[[0.0516,0.05674649248230249]]","[[0.0473,0.060200000000000004]]",False,"[20.299489651527804,0.9603595048030391,0.4462265027225316]","[[1.0,-0.2540422036069797,0.7246086071807717],[-0.2540422036069797,1.0,-0.017029892275626447],[0.7246086071807717,-0.017029892275626447,1.0]]",False,0.09999999999999999,False,True,False
p024,p024_neutral_front,left_cheek,f_blood,0.09999999999999999,0.1533297362482962,"[[0.08474999999999999,0.1]]",0.015250000000000014,0.015250000000000014,"[[0.09200000000000001,0.1]]","[[0.074,0.1]]",True,"[20.299489651527804,0.9603595048030391,0.4462265027225316]","[[1.0,-0.2540422036069797,0.7246086071807717],[-0.2540422036069797,1.0,-0.017029892275626447],[0.7246086071807717,-0.017029892275626447,1.0]]",False,0.09999999999999999,False,False,False
p024,p024_neutral_front,left_cheek,s,0.6850576640030728,0.1533297362482962,"[[0.43875,0.89]]",0.45125000000000004,0.45125000000000004,"[[0.52,0.8200000000000001]]","[[0.34,0.96]]",False,"[20.299489651527804,0.9603595048030391,0.4462265027225316]","[[1.0,-0.2540422036069797,0.7246086071807717],[-0.2540422036069797,1.0,-0.017029892275626447],[0.7246086071807717,-0.017029892275626447,1.0]]",False,0.09999999999999999,False,False,False
p024,p024_neutral_front,right_cheek,f_mel,0.07323021138083953,0.21730581962371018,"[[0.06718750000000001,0.0790125]]",0.011824999999999988,0.011824999999999988,"[[0.07323021138083953,0.0774]]","[[0.06665000000000001,0.0817]]",False,"[18.597146395591054,0.7599419669946526,0.33117429572267487]","[[1.0,-0.5987460639581963,0.7926787124924597],[-0.5987460639581963,0.9999999999999998,-0.5067728375003053],[0.7926787124924597,-0.5067728375003052,1.0]]",False,0.09999999999999999,False,True,False
p024,p024_neutral_front,right_cheek,f_blood,0.09999999999999999,0.21730581962371018,"[[0.09137500000000001,0.1]]",0.008624999999999994,0.008624999999999994,"[[0.096,0.1]]","[[0.084,0.1]]",True,"[18.597146395591054,0.7599419669946526,0.33117429572267487]","[[1.0,-0.5987460639581963,0.7926787124924597],[-0.5987460639581963,0.9999999999999998,-0.5067728375003053],[0.7926787124924597,-0.5067728375003052,1.0]]",False,0.09999999999999999,False,True,False
p024,p024_neutral_front,right_cheek,s,6.515694926119963e-21,0.21730581962371018,"[[0.0,0.1725]]",0.1725,0.1725,"[[0.0,0.08]]","[[0.0,0.28]]",True,"[18.597146395591054,0.7599419669946526,0.33117429572267487]","[[1.0,-0.5987460639581963,0.7926787124924597],[-0.5987460639581963,0.9999999999999998,-0.5067728375003053],[0.7926787124924597,-0.5067728375003052,1.0]]",False,0.09999999999999999,False,True,False
p025,p025_neutral_front,left_cheek,f_mel,0.04343132590404032,0.15449225152376397,"[[0.0387,0.05057891573800504]]",0.011878915738005043,0.011878915738005043,"[[0.043000000000000003,0.047515662952020164]]","[[0.03655,0.0516]]",False,"[21.163293092665448,0.9552666121225473,0.4618302728034292]","[[0.9999999999999999,-0.2772353171512456,0.7337368458808476],[-0.27723531715124555,1.0,-0.01113380055825487],[0.7337368458808476,-0.011133800558254872,1.0]]",False,0.09999999999999999,False,True,False
p025,p025_neutral_front,left_cheek,f_blood,0.09999999999999999,0.154492251523764,"[[0.066375,0.1]]",0.033625,0.033625,"[[0.07800000000000001,0.1]]","[[0.052000000000000005,0.1]]",True,"[21.163293092665448,0.9552666121225473,0.4618302728034292]","[[0.9999999999999999,-0.2772353171512456,0.7337368458808476],[-0.27723531715124555,1.0,-0.01113380055825487],[0.7337368458808476,-0.011133800558254872,1.0]]",False,0.09999999999999999,False,False,False
p025,p025_neutral_front,left_cheek,s,0.6363617457187968,0.154492251523764,"[[0.3775,0.84375]]",0.46625,0.46625,"[[0.48,0.78]]","[[0.24,0.92]]",False,"[21.163293092665448,0.9552666121225473,0.4618302728034292]","[[0.9999999999999999,-0.2772353171512456,0.7337368458808476],[-0.27723531715124555,1.0,-0.01113380055825487],[0.7337368458808476,-0.011133800558254872,1.0]]",False,0.09999999999999999,False,False,False
p025,p025_neutral_front,right_cheek,f_mel,0.04784542004832203,0.17678834207917068,"[[0.043000000000000003,0.053212499999999996]]",0.010212499999999992,0.010212499999999992,"[[0.04784542004832203,0.0516]]","[[0.04085,0.0559]]",False,"[20.715074507435823,0.8316406991091131,0.4027834412737398]","[[1.0,-0.5204331262768028,0.7809457234478132],[-0.5204331262768028,1.0,-0.31580500574878756],[0.7809457234478131,-0.31580500574878756,0.9999999999999999]]",False,0.09999999999999999,False,True,False
p025,p025_neutral_front,right_cheek,f_blood,0.09999999999999999,0.17678834207917068,"[[0.079125,0.1]]",0.020875000000000005,0.020875000000000005,"[[0.09000000000000001,0.1]]","[[0.066,0.1]]",True,"[20.715074507435823,0.8316406991091131,0.4027834412737398]","[[1.0,-0.5204331262768028,0.7809457234478132],[-0.5204331262768028,1.0,-0.31580500574878756],[0.7809457234478131,-0.31580500574878756,0.9999999999999999]]",False,0.09999999999999999,False,False,False
p025,p025_neutral_front,right_cheek,s,0.2324011434475225,0.1767883420791707,"[[0.0,0.51875]]",0.51875,0.51875,"[[0.02,0.42]]","[[0.0,0.62]]",False,"[20.715074507435823,0.8316406991091131,0.4027834412737398]","[[1.0,-0.5204331262768028,0.7809457234478132],[-0.5204331262768028,1.0,-0.31580500574878756],[0.7809457234478131,-0.31580500574878756,0.9999999999999999]]",False,0.09999999999999999,False,False,False
p026,p026_neutral_front,left_cheek,f_mel,0.05033188083612308,0.15471413403239626,"[[0.04529121276128846,0.0553625]]",0.010071287238711542,0.010071287238711542,"[[0.05033188083612308,0.05375]]","[[0.04483297020903077,0.0559]]",False,"[20.538442405620927,0.9268395749129134,0.4451020698346817]","[[1.0,-0.304401258922481,0.7362644221262479],[-0.304401258922481,0.9999999999999998,-0.06747598786175517],[0.7362644221262479,-0.06747598786175517,1.0]]",False,0.09999999999999999,False,True,False
p026,p026_neutral_front,left_cheek,f_blood,0.09999999999999999,0.15471413403239626,"[[0.07975000000000002,0.1]]",0.02024999999999999,0.02024999999999999,"[[0.09000000000000001,0.1]]","[[0.066,0.1]]",True,"[20.538442405620927,0.9268395749129134,0.4451020698346817]","[[1.0,-0.304401258922481,0.7362644221262479],[-0.304401258922481,0.9999999999999998,-0.06747598786175517],[0.7362644221262479,-0.06747598786175517,1.0]]",False,0.09999999999999999,False,False,False
p026,p026_neutral_front,left_cheek,s,0.6168252815981236,0.15471413403239626,"[[0.36124999999999996,0.8325]]",0.47125000000000006,0.47125000000000006,"[[0.46,0.76]]","[[0.24,0.9]]",False,"[20.538442405620927,0.9268395749129134,0.4451020698346817]","[[1.0,-0.304401258922481,0.7362644221262479],[-0.304401258922481,0.9999999999999998,-0.06747598786175517],[0.7362644221262479,-0.06747598786175517,1.0]]",False,0.09999999999999999,False,False,False
p026,p026_neutral_front,right_cheek,f_mel,0.07944941758709965,0.23808300427478266,"[[0.0731,0.08600000000000001]]",0.012900000000000009,0.012900000000000009,"[[0.0774,0.07944941758709965]]","[[0.07094999999999999,0.08815]]",False,"[18.120416805968908,0.7444274631965698,0.32028651895090876]","[[0.9999999999999999,-0.5931299200130735,0.7858223239190414],[-0.5931299200130736,1.0,-0.528832053093109],[0.7858223239190414,-0.528832053093109,1.0]]",False,0.09999999999999999,False,True,False
p026,p026_neutral_front,right_cheek,f_blood,0.09999999999999999,0.23808300427478266,"[[0.091875,0.1]]",0.008125000000000007,0.008125000000000007,"[[0.096,0.1]]","[[0.08600000000000001,0.1]]",True,"[18.120416805968908,0.7444274631965698,0.32028651895090876]","[[0.9999999999999999,-0.5931299200130735,0.7858223239190414],[-0.5931299200130736,1.0,-0.528832053093109],[0.7858223239190414,-0.528832053093109,1.0]]",False,0.09999999999999999,False,True,False
p026,p026_neutral_front,right_cheek,s,6.388983043546736e-21,0.23808300427478266,"[[0.0,0.16499999999999998]]",0.16499999999999998,0.16499999999999998,"[[0.0,0.08]]","[[0.0,0.28]]",True,"[18.120416805968908,0.7444274631965698,0.32028651895090876]","[[0.9999999999999999,-0.5931299200130735,0.7858223239190414],[-0.5931299200130736,1.0,-0.528832053093109],[0.7858223239190414,-0.528832053093109,1.0]]",False,0.09999999999999999,False,True,False
p027,p027_neutral_front,left_cheek,f_mel,0.056050377460115326,0.16512175707483018,"[[0.0510625,0.061812500000000006]]",0.01075000000000001,0.01075000000000001,"[[0.056050377460115326,0.056050377460115326]]","[[0.049449999999999994,0.0645]]",False,"[20.006133874295724,0.8385389632737067,0.4084442298980373]","[[1.0,-0.44304889174523726,0.7609271315210353],[-0.44304889174523726,0.9999999999999998,-0.25680697954607035],[0.7609271315210353,-0.25680697954607035,0.9999999999999998]]",False,0.09999999999999999,False,True,False
p027,p027_neutral_front,left_cheek,f_blood,0.09999999999999999,0.16512175707483018,"[[0.07787500000000001,0.1]]",0.022124999999999992,0.022124999999999992,"[[0.08800000000000001,0.1]]","[[0.064,0.1]]",True,"[20.006133874295724,0.8385389632737067,0.4084442298980373]","[[1.0,-0.44304889174523726,0.7609271315210353],[-0.44304889174523726,0.9999999999999998,-0.25680697954607035],[0.7609271315210353,-0.25680697954607035,0.9999999999999998]]",False,0.09999999999999999,False,False,False
p027,p027_neutral_front,left_cheek,s,0.4111920219507176,0.1651217570748302,"[[0.11124999999999999,0.6712500000000001]]",0.5600000000000002,0.5600000000000002,"[[0.22,0.58]]","[[0.0,0.76]]",False,"[20.006133874295724,0.8385389632737067,0.4084442298980373]","[[1.0,-0.44304889174523726,0.7609271315210353],[-0.44304889174523726,0.9999999999999998,-0.25680697954607035],[0.7609271315210353,-0.25680697954607035,0.9999999999999998]]",False,0.09999999999999999,False,False,False
p027,p027_neutral_front,right_cheek,f_mel,0.06361032582551028,0.19610583805080015,"[[0.0585875,0.0688]]",0.0102125,0.0102125,"[[0.060200000000000004,0.06361032582551028]]","[[0.0559,0.07094999999999999]]",False,"[19.369666654629444,0.7842618478693804,0.3485652005990752]","[[1.0,-0.6037799728898285,0.7992900196452698],[-0.6037799728898285,1.0,-0.47119156838842147],[0.7992900196452698,-0.4711915683884215,0.9999999999999999]]",False,0.09999999999999999,False,True,False
p027,p027_neutral_front,right_cheek,f_blood,0.09999999999999999,0.19610583805080015,"[[0.087875,0.1]]",0.01212500000000001,0.01212500000000001,"[[0.09400000000000001,0.1]]","[[0.07800000000000001,0.1]]",True,"[19.369666654629444,0.7842618478693804,0.3485652005990752]","[[1.0,-0.6037799728898285,0.7992900196452698],[-0.6037799728898285,1.0,-0.47119156838842147],[0.7992900196452698,-0.4711915683884215,0.9999999999999999]]",False,0.09999999999999999,False,False,False
p027,p027_neutral_front,right_cheek,s,1.770884371803265e-17,0.19610583805080015,"[[0.0,0.25375000000000003]]",0.25375000000000003,0.25375000000000003,"[[0.0,0.16]]","[[0.0,0.38]]",True,"[19.369666654629444,0.7842618478693804,0.3485652005990752]","[[1.0,-0.6037799728898285,0.7992900196452698],[-0.6037799728898285,1.0,-0.47119156838842147],[0.7992900196452698,-0.4711915683884215,0.9999999999999999]]",False,0.09999999999999999,False,False,False
p028,p028_neutral_front,left_cheek,f_mel,0.037682716621799284,0.13341696296225777,"[[0.03332500000000001,0.044075]]",0.010749999999999996,0.010749999999999996,"[[0.037682716621799284,0.037682716621799284]]","[[0.03225,0.0473]]",False,"[21.681057126601907,0.931766857321719,0.4651732613876609]","[[1.0,-0.32290832801007463,0.7432436023420215],[-0.32290832801007463,1.0,-0.04712828140494675],[0.7432436023420215,-0.04712828140494675,1.0]]",False,0.09999999999999999,False,True,False
p028,p028_neutral_front,left_cheek,f_blood,0.09999999999999999,0.13341696296225777,"[[0.069,0.1]]",0.031,0.031,"[[0.08000000000000002,0.1]]","[[0.05600000000000001,0.1]]",True,"[21.681057126601907,0.931766857321719,0.4651732613876609]","[[1.0,-0.32290832801007463,0.7432436023420215],[-0.32290832801007463,1.0,-0.04712828140494675],[0.7432436023420215,-0.04712828140494675,1.0]]",False,0.09999999999999999,False,False,False
p028,p028_neutral_front,left_cheek,s,0.5601131871679615,0.13341696296225777,"[[0.30374999999999996,0.7637499999999999]]",0.45999999999999996,0.45999999999999996,"[[0.4,0.7000000000000001]]","[[0.16,0.84]]",False,"[21.681057126601907,0.931766857321719,0.4651732613876609]","[[1.0,-0.32290832801007463,0.7432436023420215],[-0.32290832801007463,1.0,-0.04712828140494675],[0.7432436023420215,-0.04712828140494675,1.0]]",False,0.09999999999999999,False,False,False
p028,p028_neutral_front,right_cheek,f_mel,0.052832326970568354,0.1713502494876628,"[[0.048374999999999994,0.05743712261396313]]",0.009062122613963136,0.009062122613963136,"[[0.049449999999999994,0.052832326970568354]]","[[0.0473,0.060200000000000004]]",False,"[20.287954076389873,0.8119040078787771,0.36880083167696487]","[[1.0,-0.6045198515029966,0.8015800449833522],[-0.6045198515029966,1.0,-0.42924372044408216],[0.8015800449833522,-0.4292437204440821,1.0]]",False,0.09999999999999999,False,True,False
p028,p028_neutral_front,right_cheek,f_blood,0.09999999999999999,0.17135024948766275,"[[0.08862500000000001,0.1]]",0.011374999999999996,0.011374999999999996,"[[0.09400000000000001,0.1]]","[[0.08000000000000002,0.1]]",True,"[20.287954076389873,0.8119040078787771,0.36880083167696487]","[[1.0,-0.6045198515029966,0.8015800449833522],[-0.6045198515029966,1.0,-0.42924372044408216],[0.8015800449833522,-0.4292437204440821,1.0]]",False,0.09999999999999999,False,False,False
p028,p028_neutral_front,right_cheek,s,7.005465384863263e-23,0.1713502494876628,"[[0.0,0.2375]]",0.2375,0.2375,"[[0.0,0.14]]","[[0.0,0.36]]",True,"[20.287954076389873,0.8119040078787771,0.36880083167696487]","[[1.0,-0.6045198515029966,0.8015800449833522],[-0.6045198515029966,1.0,-0.42924372044408216],[0.8015800449833522,-0.4292437204440821,1.0]]",False,0.09999999999999999,False,False,False
p029,p029_neutral_front,left_cheek,f_mel,0.046806550842654254,0.15838248874107924,"[[0.041925000000000004,0.05375]]",0.011824999999999995,0.011824999999999995,"[[0.046806550842654254,0.046806550842654254]]","[[0.04085,0.0559]]",False,"[20.827888500012378,0.8857694630350254,0.4384274068460709]","[[1.0,-0.3808782951808302,0.7525304063310115],[-0.3808782951808302,1.0,-0.14686359898272916],[0.7525304063310115,-0.14686359898272916,0.9999999999999998]]",False,0.09999999999999999,False,True,False
p029,p029_neutral_front,left_cheek,f_blood,0.09999999999999999,0.15838248874107924,"[[0.068375,0.1]]",0.031625,0.031625,"[[0.08200000000000002,0.1]]","[[0.054000000000000006,0.1]]",True,"[20.827888500012378,0.8857694630350254,0.4384274068460709]","[[1.0,-0.3808782951808302,0.7525304063310115],[-0.3808782951808302,1.0,-0.14686359898272916],[0.7525304063310115,-0.14686359898272916,0.9999999999999998]]",False,0.09999999999999999,False,False,False
p029,p029_neutral_front,left_cheek,s,0.49930672907878404,0.1583824887410792,"[[0.21250000000000002,0.7337499999999999]]",0.5212499999999999,0.5212499999999999,"[[0.32,0.66]]","[[0.06,0.8200000000000001]]",False,"[20.827888500012378,0.8857694630350254,0.4384274068460709]","[[1.0,-0.3808782951808302,0.7525304063310115],[-0.3808782951808302,1.0,-0.14686359898272916],[0.7525304063310115,-0.14686359898272916,0.9999999999999998]]",False,0.09999999999999999,False,False,False
p029,p029_neutral_front,right_cheek,f_mel,0.07082918460517935,0.23064878894835064,"[[0.06503750000000001,0.07657864807564742]]",0.011541148075647406,0.011541148075647406,"[[0.06665000000000001,0.07411459230258968]]","[[0.0645,0.0774]]",False,"[18.785912494853743,0.7659771196555069,0.33545320443302346]","[[1.0,-0.6004037017503694,0.7947646728175022],[-0.6004037017503694,1.0,-0.49805731794973196],[0.7947646728175022,-0.49805731794973196,0.9999999999999999]]",False,0.09999999999999999,False,True,False
p029,p029_neutral_front,right_cheek,f_blood,0.09999999999999999,0.23064878894835064,"[[0.09125000000000001,0.1]]",0.008749999999999994,0.008749999999999994,"[[0.096,0.1]]","[[0.084,0.1]]",True,"[18.785912494853743,0.7659771196555069,0.33545320443302346]","[[1.0,-0.6004037017503694,0.7947646728175022],[-0.6004037017503694,1.0,-0.49805731794973196],[0.7947646728175022,-0.49805731794973196,0.9999999999999999]]",False,0.09999999999999999,False,True,False
p029,p029_neutral_front,right_cheek,s,1.8314583546459942e-19,0.23064878894835064,"[[0.0,0.135]]",0.135,0.135,"[[0.0,0.06]]","[[0.0,0.24]]",True,"[18.785912494853743,0.7659771196555069,0.33545320443302346]","[[1.0,-0.6004037017503694,0.7947646728175022],[-0.6004037017503694,1.0,-0.49805731794973196],[0.7947646728175022,-0.49805731794973196,0.9999999999999999]]",False,0.09999999999999999,False,True,False
p031,p031_neutral_front,left_cheek,f_mel,0.0290265610671844,0.13885256410768795,"[[0.024724999999999997,0.03547499999999999]]",0.010749999999999996,0.010749999999999996,"[[0.0290265610671844,0.0290265610671844]]","[[0.02365,0.0387]]",False,"[22.603138157980002,1.138959181313129,0.5088531348583776]","[[0.9999999999999998,-0.0867972772912984,0.6946741073439473],[-0.08679727729129841,0.9999999999999998,0.2477913416080511],[0.6946741073439473,0.2477913416080511,1.0]]",False,0.09999999999999999,False,True,False
p031,p031_neutral_front,left_cheek,f_blood,0.09999999999999999,0.13885256410768798,"[[0.07050000000000001,0.1]]",0.0295,0.0295,"[[0.08200000000000002,0.1]]","[[0.057999999999999996,0.1]]",True,"[22.603138157980002,1.138959181313129,0.5088531348583776]","[[0.9999999999999998,-0.0867972772912984,0.6946741073439473],[-0.08679727729129841,0.9999999999999998,0.2477913416080511],[0.6946741073439473,0.2477913416080511,1.0]]",False,0.09999999999999999,False,False,False
p031,p031_neutral_front,left_cheek,s,0.8088962305820482,0.13885256410768793,"[[0.6112500000000001,0.97]]",0.3587499999999999,0.3587499999999999,"[[0.68,0.92]]","[[0.52,1.0]]",False,"[22.603138157980002,1.138959181313129,0.5088531348583776]","[[0.9999999999999998,-0.0867972772912984,0.6946741073439473],[-0.08679727729129841,0.9999999999999998,0.2477913416080511],[0.6946741073439473,0.2477913416080511,1.0]]",False,0.09999999999999999,False,False,False
p031,p031_neutral_front,right_cheek,f_mel,0.05164559948283842,0.20267317276501062,"[[0.046762500000000005,0.05699209980606441]]",0.010229599806064402,0.010229599806064402,"[[0.0516,0.05164559948283842]]","[[0.04515,0.05806139987070961]]",False,"[20.392584043834752,0.8149694204265926,0.3710744730314687]","[[1.0,-0.6042895514818049,0.8015307103780013],[-0.6042895514818049,1.0,-0.4244903351778864],[0.8015307103780013,-0.4244903351778865,1.0]]",False,0.09999999999999999,False,True,False
p031,p031_neutral_front,right_cheek,f_blood,0.09999999999999999,0.20267317276501062,"[[0.09025000000000001,0.1]]",0.009749999999999995,0.009749999999999995,"[[0.096,0.1]]","[[0.08200000000000002,0.1]]",True,"[20.392584043834752,0.8149694204265926,0.3710744730314687]","[[1.0,-0.6042895514818049,0.8015307103780013],[-0.6042895514818049,1.0,-0.4244903351778864],[0.8015307103780013,-0.4244903351778865,1.0]]",False,0.09999999999999999,False,True,False
p031,p031_neutral_front,right_cheek,s,1.2251885271564073e-16,0.20267317276501062,"[[0.0,0.235]]",0.235,0.235,"[[0.0,0.14]]","[[0.0,0.36]]",True,"[20.392584043834752,0.8149694204265926,0.3710744730314687]","[[1.0,-0.6042895514818049,0.8015307103780013],[-0.6042895514818049,1.0,-0.4244903351778864],[0.8015307103780013,-0.4244903351778865,1.0]]",False,0.09999999999999999,False,False,False
p032,p032_neutral_front,left_cheek,f_mel,0.03808565347937917,0.1517268386866047,"[[0.033862500000000004,0.043000000000000003]]",0.0091375,0.0091375,"[[0.03808565347937917,0.03808565347937917]]","[[0.03225,0.04515]]",False,"[21.63466596362572,0.9128666323754301,0.4586771896297581]","[[1.0,-0.35522828693706715,0.7492184848238328],[-0.3552282869370672,1.0,-0.08665417742479946],[0.7492184848238328,-0.08665417742479947,1.0]]",False,0.09999999999999999,False,True,False
p032,p032_neutral_front,left_cheek,f_blood,0.09999999999999999,0.15172683868660472,"[[0.079125,0.1]]",0.020875000000000005,0.020875000000000005,"[[0.09000000000000001,0.1]]","[[0.066,0.1]]",True,"[21.63466596362572,0.9128666323754301,0.4586771896297581]","[[1.0,-0.35522828693706715,0.7492184848238328],[-0.3552282869370672,1.0,-0.08665417742479946],[0.7492184848238328,-0.08665417742479947,1.0]]",False,0.09999999999999999,False,False,False
p032,p032_neutral_front,left_cheek,s,0.5146977070242771,0.15172683868660472,"[[0.25625,0.73875]]",0.48250000000000004,0.48250000000000004,"[[0.34,0.66]]","[[0.14,0.8200000000000001]]",False,"[21.63466596362572,0.9128666323754301,0.4586771896297581]","[[1.0,-0.35522828693706715,0.7492184848238328],[-0.3552282869370672,1.0,-0.08665417742479946],[0.7492184848238328,-0.08665417742479947,1.0]]",False,0.09999999999999999,False,False,False
p032,p032_neutral_front,right_cheek,f_mel,0.06001648985880673,0.2279684514038471,"[[0.0542301530808771,0.06557500000000001]]",0.011344846919122908,0.011344846919122908,"[[0.06001648985880673,0.060200000000000004]]","[[0.05370412246470169,0.06665000000000001]]",False,"[19.669540905671006,0.7934366596505813,0.3552274275785129]","[[0.9999999999999999,-0.60459216818817,0.800621160482516],[-0.60459216818817,1.0,-0.4574485365808691],[0.800621160482516,-0.4574485365808691,0.9999999999999999]]",False,0.09999999999999999,False,True,False
p032,p032_neutral_front,right_cheek,f_blood,0.09999999999999999,0.2279684514038471,"[[0.09150000000000001,0.1]]",0.008499999999999994,0.008499999999999994,"[[0.096,0.1]]","[[0.084,0.1]]",True,"[19.669540905671006,0.7934366596505813,0.3552274275785129]","[[0.9999999999999999,-0.60459216818817,0.800621160482516],[-0.60459216818817,1.0,-0.4574485365808691],[0.800621160482516,-0.4574485365808691,0.9999999999999999]]",False,0.09999999999999999,False,True,False
p032,p032_neutral_front,right_cheek,s,9.234988604819265e-19,0.2279684514038471,"[[0.0,0.15750000000000003]]",0.15750000000000003,0.15750000000000003,"[[0.0,0.08]]","[[0.0,0.26]]",True,"[19.669540905671006,0.7934366596505813,0.3552274275785129]","[[0.9999999999999999,-0.60459216818817,0.800621160482516],[-0.60459216818817,1.0,-0.4574485365808691],[0.800621160482516,-0.4574485365808691,0.9999999999999999]]",False,0.09999999999999999,False,True,False
p033,p033_neutral_front,left_cheek,f_mel,0.030117166963458723,0.1380485555681313,"[[0.025262499999999997,0.0387]]",0.013437500000000002,0.013437500000000002,"[[0.030117166963458723,0.0344]]","[[0.02365,0.04085]]",False,"[22.518440762911546,0.9370483354388821,0.5009972289530851]","[[1.0,-0.2830665707271123,0.7380684084812107],[-0.2830665707271123,1.0,0.01700600638806744],[0.7380684084812107,0.017006006388067436,1.0]]",False,0.09539471912533172,False,True,False
p033,p033_neutral_front,left_cheek,f_blood,0.09539471912533172,0.13804855556814047,"[[0.05700000000000001,0.1]]",0.043,0.043,"[[0.068,0.1]]","[[0.046000000000000006,0.1]]",False,"[22.518440762911546,0.9370483354388821,0.5009972289530851]","[[1.0,-0.2830665707271123,0.7380684084812107],[-0.2830665707271123,1.0,0.01700600638806744],[0.7380684084812107,0.017006006388067436,1.0]]",False,0.09539471912533172,False,False,False
p033,p033_neutral_front,left_cheek,s,0.5607016890747216,0.1380485555680941,"[[0.26125,0.7725]]",0.51125,0.51125,"[[0.38,0.7000000000000001]]","[[0.1,0.84]]",False,"[22.518440762911546,0.9370483354388821,0.5009972289530851]","[[1.0,-0.2830665707271123,0.7380684084812107],[-0.2830665707271123,1.0,0.01700600638806744],[0.7380684084812107,0.017006006388067436,1.0]]",False,0.09539471912533172,False,False,False
p033,p033_neutral_front,right_cheek,f_mel,0.03689410764253314,0.16560363402418937,"[[0.03225,0.04147352691063328]]",0.00922352691063328,0.00922352691063328,"[[0.0344,0.039947053821266565]]","[[0.031175000000000005,0.043000000000000003]]",False,"[21.7380512703319,0.8530782136507362,0.41125423259442756]","[[1.0,-0.5559259671763968,0.7878644460997549],[-0.5559259671763968,1.0,-0.31782198761264374],[0.7878644460997548,-0.31782198761264374,1.0]]",False,0.09999999999999999,False,True,False
p033,p033_neutral_front,right_cheek,f_blood,0.09999999999999999,0.16560363402418948,"[[0.08175000000000002,0.1]]",0.01824999999999999,0.01824999999999999,"[[0.09000000000000001,0.1]]","[[0.07,0.1]]",True,"[21.7380512703319,0.8530782136507362,0.41125423259442756]","[[1.0,-0.5559259671763968,0.7878644460997549],[-0.5559259671763968,1.0,-0.31782198761264374],[0.7878644460997548,-0.31782198761264374,1.0]]",False,0.09999999999999999,False,False,False
p033,p033_neutral_front,right_cheek,s,0.1142052405375703,0.16560363402418987,"[[0.0,0.3975]]",0.3975,0.3975,"[[0.0,0.3]]","[[0.0,0.5]]",False,"[21.7380512703319,0.8530782136507362,0.41125423259442756]","[[1.0,-0.5559259671763968,0.7878644460997549],[-0.5559259671763968,1.0,-0.31782198761264374],[0.7878644460997548,-0.31782198761264374,1.0]]",False,0.09999999999999999,False,False,False
p034,p034_neutral_front,left_cheek,f_mel,0.022095146523908735,0.13002189119924779,"[[0.015050000000000001,0.029562500000000002]]",0.014512500000000001,0.014512500000000001,"[[0.0172,0.0258]]","[[0.0129,0.030100000000000002]]",False,"[24.905078600190542,0.946683663143639,0.8840368510486976]","[[0.9999999999999999,0.21490227161744704,0.5791724424208319],[0.21490227161744704,1.0,0.44761150183010484],[0.5791724424208319,0.44761150183010484,1.0]]",False,0.051450656750077976,False,True,False
p034,p034_neutral_front,left_cheek,f_blood,0.051450656750077976,0.13002189119925617,"[[0.03075,0.081125]]",0.050375,0.050375,"[[0.038000000000000006,0.07]]","[[0.024,0.096]]",False,"[24.905078600190542,0.946683663143639,0.8840368510486976]","[[0.9999999999999999,0.21490227161744704,0.5791724424208319],[0.21490227161744704,1.0,0.44761150183010484],[0.5791724424208319,0.44761150183010484,1.0]]",False,0.051450656750077976,False,False,False
p034,p034_neutral_front,left_cheek,s,0.8982914645699401,0.13002189119923388,"[[0.64625,1.0]]",0.35375,0.35375,"[[0.74,1.0]]","[[0.52,1.0]]",False,"[24.905078600190542,0.946683663143639,0.8840368510486976]","[[0.9999999999999999,0.21490227161744704,0.5791724424208319],[0.21490227161744704,1.0,0.44761150183010484],[0.5791724424208319,0.44761150183010484,1.0]]",False,0.051450656750077976,False,False,False
