model,split,latent_id,pair_type,channel,masked_mae_drift,masked_rmse_drift
Baseline,Camera-OOD,F12029,joint,H,0.02893921360373497,0.034591056406497955
Baseline,Camera-OOD,F12030,joint,M,0.004172754008322954,0.006308340933173895
Baseline,Camera-OOD,F12030,joint,H,0.043739013373851776,0.05205920711159706
Baseline,Camera-OOD,F12031,joint,M,0.035853318870067596,0.03652186319231987
Baseline,Camera-OOD,F12031,joint,H,0.0721367746591568,0.0764153003692627
Proposed,Camera-OOD,F12028,camera,M,0.002790633821859956,0.0034066226799041033
Proposed,Camera-OOD,F12028,camera,H,0.029510488733649254,0.030328849330544472
Proposed,Camera-OOD,F12029,camera,M,0.0024316315539181232,0.003275276394560933
Proposed,Camera-OOD,F12029,camera,H,0.00903552956879139,0.01012779213488102
Proposed,Camera-OOD,F12030,camera,M,0.002761991461738944,0.0034351993817836046
Proposed,Camera-OOD,F12030,camera,H,0.036739055067300797,0.03744863346219063
Proposed,Camera-OOD,F12031,camera,M,0.0017984717851504683,0.0024777359794825315
Proposed,Camera-OOD,F12031,camera,H,0.03824608027935028,0.041321996599435806
Proposed,Camera-OOD,F12028,light,M,0.005635552108287811,0.007043241057544947
Proposed,Camera-OOD,F12028,light,H,0.016397027298808098,0.02442304417490959
Proposed,Camera-OOD,F12029,light,M,0.006435785908252001,0.007962170988321304
Proposed,Camera-OOD,F12029,light,H,0.030990874394774437,0.035749416798353195
Proposed,Camera-OOD,F12030,light,M,0.009829459711909294,0.011021921411156654
Proposed,Camera-OOD,F12030,light,H,0.00949672982096672,0.015299491584300995
Proposed,Camera-OOD,F12031,light,M,0.016471730545163155,0.01759820617735386
Proposed,Camera-OOD,F12031,light,H,0.11027807742357254,0.11432724446058273
Proposed,Camera-OOD,F12028,appearance,M,0.007486159447580576,0.008473925292491913
Proposed,Camera-OOD,F12028,appearance,H,0.08403737097978592,0.08714509010314941
Proposed,Camera-OOD,F12029,appearance,M,0.0028827174101024866,0.004093430005013943
Proposed,Camera-OOD,F12029,appearance,H,0.005462143570184708,0.00616699131205678
Proposed,Camera-OOD,F12030,appearance,M,0.004962896928191185,0.006432422436773777
Proposed,Camera-OOD,F12030,appearance,H,0.009157776832580566,0.014666355215013027
Proposed,Camera-OOD,F12031,appearance,M,0.005196204409003258,0.006688493303954601
Proposed,Camera-OOD,F12031,appearance,H,0.010542080737650394,0.02126690000295639
Proposed,Camera-OOD,F12028,joint,M,0.0074416957795619965,0.009739886969327927
Proposed,Camera-OOD,F12028,joint,H,0.05504844710230827,0.06118930131196976
Proposed,Camera-OOD,F12029,joint,M,0.013779612258076668,0.015014193952083588
Proposed,Camera-OOD,F12029,joint,H,0.016037985682487488,0.019819289445877075
Proposed,Camera-OOD,F12030,joint,M,0.00859644915908575,0.009779267013072968
Proposed,Camera-OOD,F12030,joint,H,0.05502215400338173,0.056902483105659485
Proposed,Camera-OOD,F12031,joint,M,0.02203916385769844,0.023528093472123146
Proposed,Camera-OOD,F12031,joint,H,0.08918146789073944,0.09607553482055664
Baseline,Camera-OOD,F12032,camera,M,0.004671759903430939,0.0048455228097736835
Baseline,Camera-OOD,F12032,camera,H,0.04687632620334625,0.04889719933271408
Baseline,Camera-OOD,F12033,camera,M,0.007424650248140097,0.008225180208683014
Baseline,Camera-OOD,F12033,camera,H,0.008146165870130062,0.012652448378503323
Baseline,Camera-OOD,F12034,camera,M,0.027076145634055138,0.027461489662528038
Baseline,Camera-OOD,F12034,camera,H,0.24453535676002502,0.2501322031021118
Baseline,Camera-OOD,F12035,camera,M,0.002733903704211116,0.003329673781991005
Baseline,Camera-OOD,F12035,camera,H,0.029273705556988716,0.034366998821496964
Baseline,Camera-OOD,F12032,light,M,0.003923706244677305,0.004636838566511869
Baseline,Camera-OOD,F12032,light,H,0.041912470012903214,0.0480780191719532
Baseline,Camera-OOD,F12033,light,M,0.019160114228725433,0.020206525921821594
Baseline,Camera-OOD,F12033,light,H,0.14357240498065948,0.14653490483760834
Baseline,Camera-OOD,F12034,light,M,0.004450216889381409,0.005173997953534126
Baseline,Camera-OOD,F12034,light,H,0.0162882748991251,0.021884841844439507
Baseline,Camera-OOD,F12035,light,M,0.01152714155614376,0.012802005745470524
Baseline,Camera-OOD,F12035,light,H,0.14023998379707336,0.14304585754871368
Baseline,Camera-OOD,F12032,appearance,M,0.0036536306142807007,0.004709646571427584
Baseline,Camera-OOD,F12032,appearance,H,0.04049094021320343,0.048978328704833984
Baseline,Camera-OOD,F12033,appearance,M,0.00268367026001215,0.0037214180920273066
Baseline,Camera-OOD,F12033,appearance,H,0.011045815423130989,0.015472738072276115
Baseline,Camera-OOD,F12034,appearance,M,0.0019750024657696486,0.0028119273483753204
Baseline,Camera-OOD,F12034,appearance,H,0.01042287889868021,0.01563003659248352
Baseline,Camera-OOD,F12035,appearance,M,0.002017318271100521,0.0030186795629560947
Baseline,Camera-OOD,F12035,appearance,H,0.011628895998001099,0.012884048745036125
Baseline,Camera-OOD,F12032,joint,M,0.004200595896691084,0.00519605353474617
Baseline,Camera-OOD,F12032,joint,H,0.1473565697669983,0.15367186069488525
Baseline,Camera-OOD,F12033,joint,M,0.02255295030772686,0.023540794849395752
Baseline,Camera-OOD,F12033,joint,H,0.08172859996557236,0.08508424460887909
Baseline,Camera-OOD,F12034,joint,M,0.007424263749271631,0.007907172664999962
Baseline,Camera-OOD,F12034,joint,H,0.03427395597100258,0.041768353432416916
Baseline,Camera-OOD,F12035,joint,M,0.005361134186387062,0.0068731531500816345
Baseline,Camera-OOD,F12035,joint,H,0.16337575018405914,0.1661708801984787
Proposed,Camera-OOD,F12032,camera,M,0.0027901679277420044,0.0030262148939073086
Proposed,Camera-OOD,F12032,camera,H,0.021974628791213036,0.02245509997010231
Proposed,Camera-OOD,F12033,camera,M,0.013170916587114334,0.014330084435641766
Proposed,Camera-OOD,F12033,camera,H,0.038285862654447556,0.04718145355582237
Proposed,Camera-OOD,F12034,camera,M,0.012437491677701473,0.012874659150838852
Proposed,Camera-OOD,F12034,camera,H,0.08236642926931381,0.08471033722162247
Proposed,Camera-OOD,F12035,camera,M,0.005365521647036076,0.00597760546952486
Proposed,Camera-OOD,F12035,camera,H,0.036282703280448914,0.037499334663152695
Proposed,Camera-OOD,F12032,light,M,0.009710287675261497,0.011369642801582813
Proposed,Camera-OOD,F12032,light,H,0.012020976282656193,0.015315843746066093
Proposed,Camera-OOD,F12033,light,M,0.020797230303287506,0.023760301992297173
Proposed,Camera-OOD,F12033,light,H,0.06645094603300095,0.07840225845575333
Proposed,Camera-OOD,F12034,light,M,0.0025435807183384895,0.003943899180740118
Proposed,Camera-OOD,F12034,light,H,0.01330594066530466,0.0191949475556612
Proposed,Camera-OOD,F12035,light,M,0.008539285510778427,0.009848476387560368
Proposed,Camera-OOD,F12035,light,H,0.05765523761510849,0.060211941599845886
Proposed,Camera-OOD,F12032,appearance,M,0.0047517456114292145,0.006282502319663763
Proposed,Camera-OOD,F12032,appearance,H,0.08757087588310242,0.0889953151345253
Proposed,Camera-OOD,F12033,appearance,M,0.0039979624561965466,0.007547211833298206
Proposed,Camera-OOD,F12033,appearance,H,0.012020852416753769,0.019046762958168983
Proposed,Camera-OOD,F12034,appearance,M,0.0019137694034725428,0.0033859717659652233
Proposed,Camera-OOD,F12034,appearance,H,0.02549532987177372,0.027013614773750305
Proposed,Camera-OOD,F12035,appearance,M,0.0025291419588029385,0.003440656466409564
Proposed,Camera-OOD,F12035,appearance,H,0.0021456938702613115,0.003720702836290002
Proposed,Camera-OOD,F12032,joint,M,0.010843093506991863,0.012813180685043335
Proposed,Camera-OOD,F12032,joint,H,0.046111810952425,0.048782046884298325
Proposed,Camera-OOD,F12033,joint,M,0.02256062626838684,0.024226853623986244
Proposed,Camera-OOD,F12033,joint,H,0.033757250756025314,0.044485658407211304
Proposed,Camera-OOD,F12034,joint,M,0.008092081174254417,0.008884948678314686
Proposed,Camera-OOD,F12034,joint,H,0.04095848277211189,0.043504517525434494
Proposed,Camera-OOD,F12035,joint,M,0.005288938991725445,0.006760411895811558
Proposed,Camera-OOD,F12035,joint,H,0.060182124376297,0.06240544095635414
Baseline,Camera-OOD,F12036,camera,M,0.009237464517354965,0.010089895687997341
Baseline,Camera-OOD,F12036,camera,H,0.015384212136268616,0.02190578728914261
Baseline,Camera-OOD,F12037,camera,M,0.001829700544476509,0.0022889990359544754
Baseline,Camera-OOD,F12037,camera,H,0.006882450543344021,0.009905114769935608
Baseline,Camera-OOD,F12038,camera,M,0.014694414101541042,0.0165890920907259
Baseline,Camera-OOD,F12038,camera,H,0.037163861095905304,0.04019557312130928
Baseline,Camera-OOD,F12039,camera,M,0.007516253739595413,0.007727191783487797
Baseline,Camera-OOD,F12039,camera,H,0.007730087731033564,0.010815533809363842
Baseline,Camera-OOD,F12036,light,M,0.007477810140699148,0.009337935596704483
Baseline,Camera-OOD,F12036,light,H,0.03092462383210659,0.038904156535863876
Baseline,Camera-OOD,F12037,light,M,0.01024845615029335,0.010821938514709473
Baseline,Camera-OOD,F12037,light,H,0.06921917200088501,0.07863322645425797
Baseline,Camera-OOD,F12038,light,M,0.006167147774249315,0.007640219759196043
Baseline,Camera-OOD,F12038,light,H,0.014731061644852161,0.02189101092517376
Baseline,Camera-OOD,F12039,light,M,0.01661790907382965,0.016790838912129402
Baseline,Camera-OOD,F12039,light,H,0.010664010420441628,0.0130692757666111
Baseline,Camera-OOD,F12036,appearance,M,0.004303427413105965,0.006018484476953745
Baseline,Camera-OOD,F12036,appearance,H,0.008911600336432457,0.013160892762243748
Baseline,Camera-OOD,F12037,appearance,M,0.046249374747276306,0.047113820910453796
Baseline,Camera-OOD,F12037,appearance,H,0.016582131385803223,0.025968652218580246
Baseline,Camera-OOD,F12038,appearance,M,0.004495049361139536,0.006147722713649273
Baseline,Camera-OOD,F12038,appearance,H,0.026951948180794716,0.030920283868908882
Baseline,Camera-OOD,F12039,appearance,M,0.003949635196477175,0.0051536839455366135
Baseline,Camera-OOD,F12039,appearance,H,0.010874330066144466,0.015337388031184673
Baseline,Camera-OOD,F12036,joint,M,0.00688974279910326,0.00926137249916792
Baseline,Camera-OOD,F12036,joint,H,0.028314191848039627,0.03571358323097229
Baseline,Camera-OOD,F12037,joint,M,0.03255939483642578,0.03387443348765373
Baseline,Camera-OOD,F12037,joint,H,0.027054831385612488,0.03491304814815521
Baseline,Camera-OOD,F12038,joint,M,0.011184675619006157,0.012993540614843369
Baseline,Camera-OOD,F12038,joint,H,0.02445288747549057,0.0278281532227993
Baseline,Camera-OOD,F12039,joint,M,0.016648339107632637,0.017333989962935448
Baseline,Camera-OOD,F12039,joint,H,0.022200919687747955,0.02578801102936268
Proposed,Camera-OOD,F12036,camera,M,0.003104116767644882,0.003801224986091256
Proposed,Camera-OOD,F12036,camera,H,0.019914694130420685,0.02603062056005001
Proposed,Camera-OOD,F12037,camera,M,0.0072191511280834675,0.007763625122606754
Proposed,Camera-OOD,F12037,camera,H,0.010890055447816849,0.012970177456736565
Proposed,Camera-OOD,F12038,camera,M,0.014733965508639812,0.015434692613780499
Proposed,Camera-OOD,F12038,camera,H,0.048530206084251404,0.05116640776395798
Proposed,Camera-OOD,F12039,camera,M,0.007310754153877497,0.0074188075959682465
Proposed,Camera-OOD,F12039,camera,H,0.012680992484092712,0.012939181178808212
Proposed,Camera-OOD,F12036,light,M,0.020236250013113022,0.021706730127334595
Proposed,Camera-OOD,F12036,light,H,0.06407066434621811,0.07244489341974258
Proposed,Camera-OOD,F12037,light,M,0.006112211383879185,0.009613649919629097
Proposed,Camera-OOD,F12037,light,H,0.06187327578663826,0.06565205007791519
Proposed,Camera-OOD,F12038,light,M,0.015473692677915096,0.01617332547903061
Proposed,Camera-OOD,F12038,light,H,0.005216390825808048,0.007445799186825752
Proposed,Camera-OOD,F12039,light,M,0.01602981798350811,0.01630600355565548
Proposed,Camera-OOD,F12039,light,H,0.04281884804368019,0.048752520233392715
Proposed,Camera-OOD,F12036,appearance,M,0.0036148391664028168,0.004978221375495195
Proposed,Camera-OOD,F12036,appearance,H,0.004313463345170021,0.0066544977016747
Proposed,Camera-OOD,F12037,appearance,M,0.005024069920182228,0.00891267228871584
Proposed,Camera-OOD,F12037,appearance,H,0.013928805477917194,0.021489044651389122
Proposed,Camera-OOD,F12038,appearance,M,0.0029547996819019318,0.005229098256677389
Proposed,Camera-OOD,F12038,appearance,H,0.01217719167470932,0.014408428221940994
Proposed,Camera-OOD,F12039,appearance,M,0.0024527981877326965,0.0037721304688602686
Proposed,Camera-OOD,F12039,appearance,H,0.0022142608650028706,0.003411640878766775
Proposed,Camera-OOD,F12036,joint,M,0.016551610082387924,0.018582623451948166
Proposed,Camera-OOD,F12036,joint,H,0.029360009357333183,0.03583653271198273
Proposed,Camera-OOD,F12037,joint,M,0.005633964668959379,0.009287710301578045
Proposed,Camera-OOD,F12037,joint,H,0.027782894670963287,0.03345079720020294
Proposed,Camera-OOD,F12038,joint,M,0.016010988503694534,0.017064204439520836
Proposed,Camera-OOD,F12038,joint,H,0.0070814890787005424,0.010095854289829731
Proposed,Camera-OOD,F12039,joint,M,0.01308159064501524,0.013539751060307026
Proposed,Camera-OOD,F12039,joint,H,0.014797023497521877,0.02263147383928299
Baseline,Camera-OOD,F12040,camera,M,0.003621466690674424,0.003849414875730872
Baseline,Camera-OOD,F12040,camera,H,0.04882034286856651,0.04939807206392288
Baseline,Camera-OOD,F12041,camera,M,0.004008742980659008,0.00587859284132719
Baseline,Camera-OOD,F12041,camera,H,0.10521579533815384,0.10724126547574997
Baseline,Camera-OOD,F12042,camera,M,0.0033146177884191275,0.003962427843362093
Baseline,Camera-OOD,F12042,camera,H,0.04518546164035797,0.04636741429567337
Baseline,Camera-OOD,F12043,camera,M,0.003037302289158106,0.0034959735348820686
Baseline,Camera-OOD,F12043,camera,H,0.010287565179169178,0.013733976520597935
Baseline,Camera-OOD,F12040,light,M,0.027207858860492706,0.027714047580957413
Baseline,Camera-OOD,F12040,light,H,0.1769801527261734,0.17972229421138763
Baseline,Camera-OOD,F12041,light,M,0.012113013304769993,0.015492281876504421
Baseline,Camera-OOD,F12041,light,H,0.03528391569852829,0.04522358998656273
Baseline,Camera-OOD,F12042,light,M,0.021845772862434387,0.023196620866656303
Baseline,Camera-OOD,F12042,light,H,0.025191431865096092,0.0349983349442482
Baseline,Camera-OOD,F12043,light,M,0.007846932858228683,0.009950725361704826
Baseline,Camera-OOD,F12043,light,H,0.03592292219400406,0.04366499185562134
Baseline,Camera-OOD,F12040,appearance,M,0.00914805755019188,0.009672032669186592
Baseline,Camera-OOD,F12040,appearance,H,0.05263072997331619,0.05644764006137848
Baseline,Camera-OOD,F12041,appearance,M,0.01957721635699272,0.021793892607092857
Baseline,Camera-OOD,F12041,appearance,H,0.017487654462456703,0.028807898983359337
Baseline,Camera-OOD,F12042,appearance,M,0.011331218294799328,0.011966562829911709
Baseline,Camera-OOD,F12042,appearance,H,0.010082816705107689,0.020105406641960144
Baseline,Camera-OOD,F12043,appearance,M,0.005587521940469742,0.006461591459810734
Baseline,Camera-OOD,F12043,appearance,H,0.01593947224318981,0.02206535078585148
Baseline,Camera-OOD,F12040,joint,M,0.031017491593956947,0.0313948392868042
Baseline,Camera-OOD,F12040,joint,H,0.17642030119895935,0.17899556457996368
Baseline,Camera-OOD,F12041,joint,M,0.015842923894524574,0.019322875887155533
Baseline,Camera-OOD,F12041,joint,H,0.20096156001091003,0.20506426692008972
Baseline,Camera-OOD,F12042,joint,M,0.007458684034645557,0.010020678862929344
Baseline,Camera-OOD,F12042,joint,H,0.09109964221715927,0.0987301617860794
Baseline,Camera-OOD,F12043,joint,M,0.007267600856721401,0.009626222774386406
Baseline,Camera-OOD,F12043,joint,H,0.09171149879693985,0.0989588126540184
Proposed,Camera-OOD,F12040,camera,M,0.001340969349257648,0.0021936430130153894
Proposed,Camera-OOD,F12040,camera,H,0.03979974612593651,0.04237699136137962
Proposed,Camera-OOD,F12041,camera,M,0.002981804311275482,0.0038326845970004797
Proposed,Camera-OOD,F12041,camera,H,0.04112416133284569,0.04141685366630554
Proposed,Camera-OOD,F12042,camera,M,0.003825635416433215,0.004744135309010744
Proposed,Camera-OOD,F12042,camera,H,0.01832796074450016,0.019932014867663383
Proposed,Camera-OOD,F12043,camera,M,0.002242053160443902,0.0027415414806455374
Proposed,Camera-OOD,F12043,camera,H,0.039750710129737854,0.04045293480157852
Proposed,Camera-OOD,F12040,light,M,0.011350259184837341,0.013110882602632046
Proposed,Camera-OOD,F12040,light,H,0.10468147695064545,0.11169389635324478
Proposed,Camera-OOD,F12041,light,M,0.006297054700553417,0.007439817767590284
Proposed,Camera-OOD,F12041,light,H,0.01907115988433361,0.02479805052280426
Proposed,Camera-OOD,F12042,light,M,0.012411254458129406,0.01331662479788065
Proposed,Camera-OOD,F12042,light,H,0.028518542647361755,0.03301433473825455
Proposed,Camera-OOD,F12043,light,M,0.00585100008174777,0.007477655075490475
Proposed,Camera-OOD,F12043,light,H,0.01970277726650238,0.025083063170313835
Proposed,Camera-OOD,F12040,appearance,M,0.003358303103595972,0.00478718988597393
Proposed,Camera-OOD,F12040,appearance,H,0.08809258788824081,0.09195078164339066
Proposed,Camera-OOD,F12041,appearance,M,0.007922216318547726,0.010604078881442547
Proposed,Camera-OOD,F12041,appearance,H,0.014629882760345936,0.02204837277531624
Proposed,Camera-OOD,F12042,appearance,M,0.004189454484730959,0.005608095321804285
Proposed,Camera-OOD,F12042,appearance,H,0.016699377447366714,0.0210045725107193
Proposed,Camera-OOD,F12043,appearance,M,0.0025589182041585445,0.003937522880733013
Proposed,Camera-OOD,F12043,appearance,H,0.013905001804232597,0.01617167890071869
Proposed,Camera-OOD,F12040,joint,M,0.009284569881856441,0.011059500277042389
Proposed,Camera-OOD,F12040,joint,H,0.18945346772670746,0.19365572929382324
Proposed,Camera-OOD,F12041,joint,M,0.014235743321478367,0.016801465302705765
Proposed,Camera-OOD,F12041,joint,H,0.112285315990448,0.11550895124673843
Proposed,Camera-OOD,F12042,joint,M,0.006744565442204475,0.008554650470614433
Proposed,Camera-OOD,F12042,joint,H,0.07456061244010925,0.07679343968629837
Proposed,Camera-OOD,F12043,joint,M,0.006404913030564785,0.00837536621838808
Proposed,Camera-OOD,F12043,joint,H,0.027620600536465645,0.03434855863451958
Baseline,Camera-OOD,F12044,camera,M,0.0016513296868652105,0.0024435368832200766
Baseline,Camera-OOD,F12044,camera,H,0.0284953061491251,0.029115688055753708
Baseline,Camera-OOD,F12045,camera,M,0.007940204814076424,0.008900056593120098
Baseline,Camera-OOD,F12045,camera,H,0.09493952989578247,0.09782792627811432
Baseline,Camera-OOD,F12046,camera,M,0.020396513864398003,0.02133249118924141
Baseline,Camera-OOD,F12046,camera,H,0.06410472095012665,0.0666906014084816
Baseline,Camera-OOD,F12047,camera,M,0.004909479059278965,0.006347780115902424
Baseline,Camera-OOD,F12047,camera,H,0.06913374364376068,0.0783318281173706
Baseline,Camera-OOD,F12044,light,M,0.012379535473883152,0.013621078804135323
Baseline,Camera-OOD,F12044,light,H,0.11263477057218552,0.11383923888206482
Baseline,Camera-OOD,F12045,light,M,0.004184090532362461,0.0060811289586126804
Baseline,Camera-OOD,F12045,light,H,0.179859921336174,0.18163390457630157
Baseline,Camera-OOD,F12046,light,M,0.006471177563071251,0.008185087703168392
Baseline,Camera-OOD,F12046,light,H,0.3821720778942108,0.3843459188938141
Baseline,Camera-OOD,F12047,light,M,0.006441998295485973,0.007349707651883364
Baseline,Camera-OOD,F12047,light,H,0.18585187196731567,0.18875835835933685
Baseline,Camera-OOD,F12044,appearance,M,0.012674834579229355,0.013559035956859589
Baseline,Camera-OOD,F12044,appearance,H,0.008816393092274666,0.012774047441780567
Baseline,Camera-OOD,F12045,appearance,M,0.004155131056904793,0.005778203252702951
Baseline,Camera-OOD,F12045,appearance,H,0.015497474931180477,0.02111312560737133
Baseline,Camera-OOD,F12046,appearance,M,0.004441041499376297,0.006577037274837494
Baseline,Camera-OOD,F12046,appearance,H,0.005465155467391014,0.009635955095291138
Baseline,Camera-OOD,F12047,appearance,M,0.00439502252265811,0.0066686575300991535
Baseline,Camera-OOD,F12047,appearance,H,0.0410371795296669,0.04376791790127754
Baseline,Camera-OOD,F12044,joint,M,0.012095020152628422,0.013527141883969307
Baseline,Camera-OOD,F12044,joint,H,0.15769803524017334,0.15888899564743042
Baseline,Camera-OOD,F12045,joint,M,0.006414321251213551,0.007930968888103962
Baseline,Camera-OOD,F12045,joint,H,0.36542677879333496,0.36693695187568665
Baseline,Camera-OOD,F12046,joint,M,0.019957108423113823,0.021886246278882027
Baseline,Camera-OOD,F12046,joint,H,0.36330485343933105,0.36674413084983826
Baseline,Camera-OOD,F12047,joint,M,0.005971260368824005,0.0076031871140003204
Baseline,Camera-OOD,F12047,joint,H,0.23334895074367523,0.23596347868442535
Proposed,Camera-OOD,F12044,camera,M,0.0034609145950526,0.004036434926092625
Proposed,Camera-OOD,F12044,camera,H,0.010871529579162598,0.013612688519060612
Proposed,Camera-OOD,F12045,camera,M,0.006148697342723608,0.006834136787801981
Proposed,Camera-OOD,F12045,camera,H,0.027409790083765984,0.02931276522576809
Proposed,Camera-OOD,F12046,camera,M,0.018347885459661484,0.018835576251149178
Proposed,Camera-OOD,F12046,camera,H,0.030079074203968048,0.031390123069286346
Proposed,Camera-OOD,F12047,camera,M,0.0031370592769235373,0.004586024675518274
Proposed,Camera-OOD,F12047,camera,H,0.025505919009447098,0.02851581573486328
Proposed,Camera-OOD,F12044,light,M,0.011966279707849026,0.013253094628453255
Proposed,Camera-OOD,F12044,light,H,0.11456136405467987,0.11628639698028564
Proposed,Camera-OOD,F12045,light,M,0.012773160822689533,0.014103398658335209
Proposed,Camera-OOD,F12045,light,H,0.06400156766176224,0.06643379479646683
Proposed,Camera-OOD,F12046,light,M,0.007948106154799461,0.010376238264143467
Proposed,Camera-OOD,F12046,light,H,0.1598595678806305,0.18958830833435059
Proposed,Camera-OOD,F12047,light,M,0.009339084848761559,0.010625861585140228
Proposed,Camera-OOD,F12047,light,H,0.13309207558631897,0.13623322546482086
Proposed,Camera-OOD,F12044,appearance,M,0.007293189875781536,0.010283838957548141
Proposed,Camera-OOD,F12044,appearance,H,0.015766307711601257,0.021387876942753792
Proposed,Camera-OOD,F12045,appearance,M,0.002583753317594528,0.004402088467031717
Proposed,Camera-OOD,F12045,appearance,H,0.015946758911013603,0.019158966839313507
Proposed,Camera-OOD,F12046,appearance,M,0.0026316666044294834,0.004262514412403107
Proposed,Camera-OOD,F12046,appearance,H,0.004178750328719616,0.00793195329606533
Proposed,Camera-OOD,F12047,appearance,M,0.0050177364610135555,0.007333182729780674
Proposed,Camera-OOD,F12047,appearance,H,0.035301413387060165,0.037670932710170746
Proposed,Camera-OOD,F12044,joint,M,0.00990269985049963,0.01294067595154047
Proposed,Camera-OOD,F12044,joint,H,0.06906121969223022,0.07327526062726974
Proposed,Camera-OOD,F12045,joint,M,0.0100326556712389,0.0114449979737401
Proposed,Camera-OOD,F12045,joint,H,0.2599795162677765,0.264198362827301
Proposed,Camera-OOD,F12046,joint,M,0.03057759255170822,0.031347326934337616
Proposed,Camera-OOD,F12046,joint,H,0.43254896998405457,0.43898844718933105
Proposed,Camera-OOD,F12047,joint,M,0.005407430697232485,0.006898913532495499
Proposed,Camera-OOD,F12047,joint,H,0.16452854871749878,0.16808481514453888
Baseline,Camera-OOD,F12048,camera,M,0.0045116557739675045,0.005444747861474752
Baseline,Camera-OOD,F12048,camera,H,0.088621124625206,0.09038012474775314
Baseline,Camera-OOD,F12049,camera,M,0.002630295930430293,0.0038094474002718925
Baseline,Camera-OOD,F12049,camera,H,0.08646771311759949,0.0876096710562706
Baseline,Camera-OOD,F12050,camera,M,0.010304350405931473,0.010498946532607079
Baseline,Camera-OOD,F12050,camera,H,0.014079865999519825,0.017286015674471855
Baseline,Camera-OOD,F12051,camera,M,0.012296519242227077,0.013252357952296734
Baseline,Camera-OOD,F12051,camera,H,0.01679367385804653,0.021979298442602158
Baseline,Camera-OOD,F12048,light,M,0.014314437285065651,0.015226781368255615
Baseline,Camera-OOD,F12048,light,H,0.1644168198108673,0.16833427548408508
Baseline,Camera-OOD,F12049,light,M,0.010454117320477962,0.013440975919365883
Baseline,Camera-OOD,F12049,light,H,0.1945980340242386,0.19973227381706238
Baseline,Camera-OOD,F12050,light,M,0.009239736013114452,0.00990141462534666
Baseline,Camera-OOD,F12050,light,H,0.07358687371015549,0.07670681178569794
Baseline,Camera-OOD,F12051,light,M,0.02146472968161106,0.02252008393406868
Baseline,Camera-OOD,F12051,light,H,0.027623537927865982,0.03613774850964546
Baseline,Camera-OOD,F12048,appearance,M,0.003820097539573908,0.005110702011734247
Baseline,Camera-OOD,F12048,appearance,H,0.017694124951958656,0.019990472123026848
Baseline,Camera-OOD,F12049,appearance,M,0.005165866110473871,0.0062047638930380344
Baseline,Camera-OOD,F12049,appearance,H,0.058498118072748184,0.06028559431433678
Baseline,Camera-OOD,F12050,appearance,M,0.0027571795508265495,0.004259641282260418
Baseline,Camera-OOD,F12050,appearance,H,0.012951083481311798,0.016932446509599686
Baseline,Camera-OOD,F12051,appearance,M,0.006623152643442154,0.008081341162323952
Baseline,Camera-OOD,F12051,appearance,H,0.020726412534713745,0.02505704015493393
Baseline,Camera-OOD,F12048,joint,M,0.012724073603749275,0.0139551917091012
Baseline,Camera-OOD,F12048,joint,H,0.17642036080360413,0.1808008849620819
Baseline,Camera-OOD,F12049,joint,M,0.03625081107020378,0.03918800130486488
Baseline,Camera-OOD,F12049,joint,H,0.05153161287307739,0.062107641249895096
Baseline,Camera-OOD,F12050,joint,M,0.00659968052059412,0.007960623130202293
Baseline,Camera-OOD,F12050,joint,H,0.07043171674013138,0.07407159358263016
Baseline,Camera-OOD,F12051,joint,M,0.01475903857499361,0.01614072546362877
Baseline,Camera-OOD,F12051,joint,H,0.038518231362104416,0.04496157914400101
Proposed,Camera-OOD,F12048,camera,M,0.0059824069030582905,0.006719605997204781
Proposed,Camera-OOD,F12048,camera,H,0.08458229154348373,0.08515235781669617
Proposed,Camera-OOD,F12049,camera,M,0.01064682099968195,0.010988344438374043
Proposed,Camera-OOD,F12049,camera,H,0.01351427473127842,0.01490355096757412
Proposed,Camera-OOD,F12050,camera,M,0.008437508717179298,0.00930802896618843
Proposed,Camera-OOD,F12050,camera,H,0.01476339902728796,0.02079412154853344
Proposed,Camera-OOD,F12051,camera,M,0.014733041636645794,0.015734253451228142
Proposed,Camera-OOD,F12051,camera,H,0.04859834909439087,0.05954490602016449
Proposed,Camera-OOD,F12048,light,M,0.004944345913827419,0.006476713810116053
Proposed,Camera-OOD,F12048,light,H,0.02229282446205616,0.026955826207995415
Proposed,Camera-OOD,F12049,light,M,0.006381882354617119,0.007882878184318542
Proposed,Camera-OOD,F12049,light,H,0.03297262266278267,0.03579704090952873
Proposed,Camera-OOD,F12050,light,M,0.01332116685807705,0.013692955486476421
Proposed,Camera-OOD,F12050,light,H,0.07203301787376404,0.07694641500711441
Proposed,Camera-OOD,F12051,light,M,0.0076782116666436195,0.010315991006791592
Proposed,Camera-OOD,F12051,light,H,0.015545413829386234,0.01930072531104088
Proposed,Camera-OOD,F12048,appearance,M,0.005421851761639118,0.007952476851642132
Proposed,Camera-OOD,F12048,appearance,H,0.012166951783001423,0.015203838236629963
Proposed,Camera-OOD,F12049,appearance,M,0.004657078068703413,0.006799064110964537
Proposed,Camera-OOD,F12049,appearance,H,0.047774381935596466,0.049167849123477936
Proposed,Camera-OOD,F12050,appearance,M,0.004777196794748306,0.007266093511134386
Proposed,Camera-OOD,F12050,appearance,H,0.0057506742887198925,0.016303880140185356
