pair_id,latent_id,latent_split,reference_sample_id,variant_sample_id,pair_role,changed_camera,changed_light,changed_appearance,reference_camera,variant_camera,reference_light,variant_light,reference_appearance,variant_appearance,m_hash_equal,h_hash_equal,mask_hash_equal,appearance_hash_equal_expected,rgb_mad_valid,rgb_rmse_valid,rgb_max_abs_valid,luminance_mad_valid
L059_A0_A1,L059,joint_ood,L059_A0,L059_A1,camera,True,False,False,Pentax Q,Nikon D5100,D65,D65,appearance0,appearance0,True,True,True,True,0.0126346889883279,0.0166575610637664,0.0299305915832519,0.0037399060092866
L059_A0_A2,L059,joint_ood,L059_A0,L059_A2,light,False,True,False,Pentax Q,Pentax Q,D65,FL11,appearance0,appearance0,True,True,True,True,0.0078887781128287,0.0102486405521631,0.0184593647718429,0.0018910326762124
L059_A0_A3,L059,joint_ood,L059_A0,L059_A3,appearance,False,False,True,Pentax Q,Pentax Q,D65,D65,appearance0,appearance1,True,True,True,False,0.0757083818316459,0.081658162176609,0.181690365076065,0.0799279361963272
L059_A0_A4,L059,joint_ood,L059_A0,L059_A4,joint,True,True,True,Pentax Q,Nikon D5100,D65,FL11,appearance0,appearance2,True,True,True,False,0.028861092403531,0.0370203666388988,0.1499862074851989,0.0309965051710605
L060_A0_A1,L060,joint_ood,L060_A0,L060_A1,camera,True,False,False,SONY NEX-5N,Canon 1DMarkIII,A,A,appearance0,appearance0,True,True,True,True,0.003226900473237,0.0050264364108443,0.0101132690906524,0.0002197831345256
L060_A0_A2,L060,joint_ood,L060_A0,L060_A2,light,False,True,False,SONY NEX-5N,SONY NEX-5N,A,FL11,appearance0,appearance0,True,True,True,True,0.0243524182587862,0.0297169592231512,0.0488581806421279,0.0085898805409669
L060_A0_A3,L060,joint_ood,L060_A0,L060_A3,appearance,False,False,True,SONY NEX-5N,SONY NEX-5N,A,A,appearance0,appearance1,True,True,True,False,0.033666294068098,0.0440280884504318,0.1504740715026855,0.0349687002599239
L060_A0_A4,L060,joint_ood,L060_A0,L060_A4,joint,True,True,True,SONY NEX-5N,Canon 1DMarkIII,A,FL11,appearance0,appearance2,True,True,True,False,0.0532842800021171,0.0704526156187057,0.2680102586746216,0.0637721121311187
L061_A0_A1,L061,joint_ood,L061_A0,L061_A1,camera,True,False,False,Olympus E-PL2,Nikon D5100,FL2,FL2,appearance0,appearance0,True,True,True,True,0.0040840646252036,0.00432984624058,0.0072849094867706,0.0011689154198393
L061_A0_A2,L061,joint_ood,L061_A0,L061_A2,light,False,True,False,Olympus E-PL2,Olympus E-PL2,FL2,FL11,appearance0,appearance0,True,True,True,True,0.0191063992679119,0.0238575339317321,0.0464090704917907,0.0035965356510132
L061_A0_A3,L061,joint_ood,L061_A0,L061_A3,appearance,False,False,True,Olympus E-PL2,Olympus E-PL2,FL2,FL2,appearance0,appearance1,True,True,True,False,0.0153859229758381,0.0213574990630149,0.1296987682580948,0.0165697131305933
L061_A0_A4,L061,joint_ood,L061_A0,L061_A4,joint,True,True,True,Olympus E-PL2,Nikon D5100,FL2,FL11,appearance0,appearance2,True,True,True,False,0.0936078801751136,0.1136432513594627,0.2927225530147552,0.0864465832710266
L062_A0_A1,L062,joint_ood,L062_A0,L062_A1,camera,True,False,False,Canon 5DMarkII,Canon 1DMarkIII,A,A,appearance0,appearance0,True,True,True,True,0.0025473672430962,0.0025611317250877,0.0035987719893455,0.0009755723294802
L062_A0_A2,L062,joint_ood,L062_A0,L062_A2,light,False,True,False,Canon 5DMarkII,Canon 5DMarkII,A,FL11,appearance0,appearance0,True,True,True,True,0.0337197855114936,0.0394559390842914,0.0577191337943077,0.0088866995647549
L062_A0_A3,L062,joint_ood,L062_A0,L062_A3,appearance,False,False,True,Canon 5DMarkII,Canon 5DMarkII,A,A,appearance0,appearance1,True,True,True,False,0.0215792022645473,0.0291917771100997,0.1844473630189895,0.0216581393033266
L062_A0_A4,L062,joint_ood,L062_A0,L062_A4,joint,True,True,True,Canon 5DMarkII,Canon 1DMarkIII,A,FL11,appearance0,appearance2,True,True,True,False,0.0388538353145122,0.0461095348000526,0.1146670579910278,0.0176990628242492
L063_A0_A1,L063,joint_ood,L063_A0,L063_A1,camera,True,False,False,Nokia N900,Nikon D5100,FL2,FL2,appearance0,appearance0,True,True,True,True,0.0125991692766547,0.0173904467374086,0.0465090833604335,0.0030126066412776
L063_A0_A2,L063,joint_ood,L063_A0,L063_A2,light,False,True,False,Nokia N900,Nokia N900,FL2,FL11,appearance0,appearance0,True,True,True,True,0.0178716368973255,0.0231563057750463,0.0395922660827636,0.0040738657116889
L063_A0_A3,L063,joint_ood,L063_A0,L063_A3,appearance,False,False,True,Nokia N900,Nokia N900,FL2,FL2,appearance0,appearance1,True,True,True,False,0.0503746271133422,0.0662730261683464,0.2007384151220321,0.0586069338023662
L063_A0_A4,L063,joint_ood,L063_A0,L063_A4,joint,True,True,True,Nokia N900,Nikon D5100,FL2,FL11,appearance0,appearance2,True,True,True,False,0.0342413038015365,0.043287418782711,0.1764885783195495,0.0192490797489881
